order_item_id,order_id,product_id,quantity,unit_price
6211459,651597,10762,4,155.5
6211575,1053459,9759,5,275.3
6211981,6462842,17224,5,305.59
6211982,3382926,17937,1,38.76
6212330,1219210,18929,5,384.29
6212650,7619991,14892,3,397.54
6212909,6585844,19481,4,17.62
6214142,4973468,17561,2,453.39
6214238,5735493,6913,5,321.26
6215080,4799694,3102,1,98.05
6215115,165607,5434,5,439.12
6215141,3482500,15683,2,293.93
6215307,5200524,1659,5,373.8
6215341,5366427,8694,3,389.86
6215658,5043125,11815,2,113.31
6215848,3641531,249,3,214.66
6216060,3873997,11913,3,205.29
6216226,6857232,12966,2,68.43
6216302,1663897,8727,2,380.33
6216638,6914399,11202,1,305.07
6217268,1966083,7729,4,188.65
6218163,2606140,3981,4,91.68
6218324,4084950,13464,5,48.53
6220115,5839179,846,3,137.34
6220159,1431911,12943,1,163.95
6220832,5315958,6907,2,214.46
6221881,459257,10477,4,238.54
6222168,7081320,10678,4,271.1
6222247,358469,1798,4,144.11
6222505,3415194,3756,4,46.34
6222748,777318,12036,2,242.71
6223348,7726772,14522,2,455.0
6223472,6337874,7275,1,321.03
6223485,1987920,19155,4,184.71
6223916,1659922,13229,3,413.17
6224132,6276415,3929,4,316.59
6224350,2204584,19073,2,303.3
6224873,2640720,14865,1,172.76
6225543,990416,10041,5,38.42
6226964,526765,11717,4,16.56
6227360,5983590,13124,1,251.48
6228577,7573147,18476,2,180.68
6228657,3665739,18037,5,496.72
6228711,6532704,5195,2,318.04
6229013,1081107,1911,1,27.22
6229027,2514294,10132,2,319.38
6229107,4421077,6506,5,311.25
6229236,7489217,1328,3,309.65
6230689,2480554,12664,4,277.13
6231062,3834636,8188,1,385.7
6231205,6806352,9996,2,288.76
6231678,4378471,10774,1,319.87
6232035,5903547,4380,5,163.33
6232105,4973224,16902,3,5.77
6232812,2143533,214,4,209.55
6232906,2343573,3386,2,59.65
6233609,1709445,179,2,437.05
6233623,7052455,19377,5,129.36
6233974,7842254,2492,2,72.7
6234281,7792288,17342,5,405.96
6234319,1194027,9703,4,367.48
6234378,2838977,12936,1,131.37
6234626,557141,1364,5,335.06
6234892,4305998,3419,3,350.22
6235120,1373985,10407,3,151.06
6237361,1263413,12829,1,236.69
6237477,4064910,18580,1,398.64
6238148,5357743,8408,1,121.92
6238266,3606869,10606,5,62.17
6238428,7545642,12960,4,368.5
6238874,3386659,12596,5,479.3
6238915,1353175,12920,1,191.09
6239112,4399349,6208,5,257.19
6239183,4271832,11015,5,31.23
6239245,392974,5507,5,304.65
6239432,2284762,1733,3,302.27
6240970,327892,2764,5,480.32
6241233,2169512,9749,5,316.49
6242054,4492076,5148,3,320.59
6242132,4332592,14589,5,195.25
6242293,5389631,5731,2,444.27
6242307,1822992,15491,1,497.42
6242501,1963669,9747,3,89.02
6242875,1665827,4136,2,135.01
6242978,6259350,7523,5,87.69
6243042,3327177,3557,3,35.73
6243544,2500417,10365,4,366.69
6244162,1520613,10775,3,476.56
6244375,3018912,5424,4,168.05
6245017,6754089,5384,4,24.79
6245212,3326324,17729,4,204.71
6245972,4213646,10747,5,246.71
6245994,7575290,4443,4,154.79
6246296,7693474,12331,1,46.57
6246647,3026509,15732,5,215.43
6247051,118515,18253,4,253.6
6247323,3871175,13290,4,131.98
6247669,1877104,10862,1,176.98
6248059,4043349,15150,2,38.46
6248774,7466154,12936,3,131.37
6248851,6068634,15991,3,399.61
6248867,4674744,18645,3,248.5
6248992,670517,3562,4,119.15
6249471,6566899,16085,2,128.05
6249521,5381636,17568,1,497.02
6249881,1202242,2606,5,327.2
6250695,3524690,18482,2,362.66
6250727,7337954,9180,4,361.61
6250927,4833224,5953,3,364.9
6251252,415419,10341,4,481.31
6251524,3635692,8377,2,365.83
6251984,5292195,4160,2,49.78
6252863,1777571,14251,3,430.9
6253486,5765042,19014,3,446.68
6254118,6850164,18741,1,136.9
6254579,2173832,4193,4,176.65
6254778,5577849,10362,2,69.42
6256003,5793933,1823,4,358.45
6256033,5027130,1508,5,155.07
6256129,1688450,10383,5,345.43
6257493,4554125,4880,2,474.55
6257500,7611958,16983,5,337.64
6257746,855262,4991,4,390.82
6257816,7840628,15869,3,236.62
6258343,7182718,4203,3,47.83
6258540,7546453,11161,5,241.5
6258641,4295747,11510,5,129.64
6258741,3718049,2814,1,372.1
6259145,3094502,12227,3,26.21
6259233,6568238,4639,4,480.11
6259338,196849,1881,4,25.81
6259571,4062450,12978,2,425.33
6259801,3685842,19337,5,438.53
6260096,3357048,17724,3,60.23
6260270,7870295,2992,1,25.59
6260366,5678957,14445,3,252.41
6260513,338220,7852,2,239.03
6261108,5293508,10567,5,404.88
6261219,4087891,15661,5,389.94
6261367,6258290,16902,1,5.77
6261719,4879871,1241,2,350.78
6261792,3225501,9464,2,109.1
6262113,6336534,10036,4,292.11
6263346,2607999,15828,2,180.22
6265087,2521817,556,2,202.93
6265588,5288090,2923,5,348.71
6265741,5285945,11829,4,61.73
6265961,7212892,3593,5,294.13
6266508,2356980,1168,3,319.69
6266638,7357995,18486,5,440.59
6266964,199541,19762,5,88.29
6267051,4806864,16766,5,359.6
6267388,1011699,2094,2,461.15
6267590,6043685,2679,5,436.0
6267799,752970,17986,3,11.81
6268053,1887688,18232,4,149.57
6268252,6461349,5986,2,197.17
6268378,6019651,14596,4,25.02
6268384,1309884,18839,4,24.39
6268416,2997322,8665,1,416.43
6269037,279379,19452,5,72.05
6269324,6091097,5154,1,369.09
6269781,7198917,11932,2,415.45
6269912,4193347,16896,3,436.71
6270498,3611860,4528,2,420.23
6270518,6376847,764,1,422.23
6271100,4215415,16786,4,237.88
6271400,765503,7093,1,328.07
6272909,1450742,16199,3,133.96
6273569,7279834,10624,3,174.1
6273722,3310167,3378,2,244.18
6273880,5528486,9367,2,125.99
6274796,3326324,17532,1,116.48
6274829,4213463,15888,5,392.1
6275333,888205,11824,3,218.41
6275352,4831160,875,1,185.47
6275423,4581638,10292,5,138.25
6276051,5100163,10508,3,498.86
6276228,2002997,10731,3,41.63
6277131,4911075,2637,1,155.97
6278303,3259149,872,4,412.46
6278973,955163,15637,4,163.99
6279173,2070421,158,5,144.43
6279590,7257372,1898,3,123.06
6279660,6602699,18893,1,440.83
6279840,3520269,15184,2,460.59
6280355,3800773,8904,3,406.44
6281660,2553194,10447,3,179.71
6281745,1017286,10132,2,319.38
6282211,1283424,2915,1,369.86
6282281,950311,10005,4,391.06
6284056,1390118,9257,5,178.53
6285823,3685606,912,2,232.42
6286204,6075012,18566,4,398.28
6286312,5843933,14478,2,367.33
6286334,3460956,2340,4,131.31
6286348,2067052,9158,3,395.62
6286466,2003804,13837,2,207.26
6286691,7515132,93,5,170.5
6286816,1832903,18271,4,9.42
6287396,5859554,8171,4,166.88
6288089,3486685,11424,4,62.61
6288651,7229591,14579,2,261.83
6288725,3901539,14059,1,326.48
6288884,337611,13042,4,155.98
6289372,4198069,6005,2,83.05
6289767,1690399,3750,1,375.17
6290023,2124749,5207,4,479.38
6290172,337611,16602,4,34.33
6291439,5648040,5188,1,347.65
6291517,6237813,9435,1,195.27
6291700,457722,11638,5,188.6
6291871,711069,18834,1,226.77
6291957,4700647,3646,4,429.85
6292220,3343114,2061,5,333.93
6293875,1488474,19666,5,358.28
6294220,2070989,15420,4,111.44
6294433,4107242,18896,5,374.03
6295318,3734521,15086,3,54.37
6295881,1885693,10876,2,494.01
6296000,243904,8990,1,338.28
6296238,6142123,13393,2,462.74
6296409,6306718,18728,4,497.9
6297053,3459428,19758,2,66.44
6297090,23181,3253,5,256.78
6298289,6754970,5289,5,198.31
6298656,6101429,13393,4,462.74
6298703,4896843,16695,5,256.47
6299012,3684176,14721,3,14.29
6299909,3500685,8916,4,318.18
6300710,2580735,16405,5,224.63
6300872,4145000,14580,1,427.66
6300880,7391345,7403,2,102.88
6301341,3716662,18402,4,39.11
6301401,6351492,10944,2,231.79
6301782,4840180,9352,3,371.81
6301845,7086092,9140,2,320.07
6302663,2753826,13075,1,108.02
6302720,289605,282,5,228.82
6303057,4921594,8319,4,163.47
6303478,4925025,11040,4,239.51
6303718,6566899,6935,4,359.85
6303957,6674357,13107,3,450.91
6304127,1283342,19547,3,403.3
6304149,7469621,609,1,406.78
6305076,3410759,506,3,19.46
6305305,6988557,9523,2,195.56
6305601,1044690,4928,4,85.32
6305704,7634069,3565,4,114.94
6305714,5878864,11316,2,208.83
6306085,6603063,9538,5,58.58
6307207,5958548,1744,1,208.62
6307380,1423230,12689,1,115.87
6308200,5085171,2946,3,167.64
6308724,1600675,17403,5,142.06
6309131,5426761,10439,3,444.14
6309873,3783598,11143,4,83.83
6310251,4922330,2487,4,304.69
6310897,7404508,14535,3,363.93
6311190,5249638,5281,4,73.64
6312023,5248131,12448,3,338.43
6312178,5604201,16407,5,419.82
6312392,2501464,6886,2,155.07
6312418,671065,10553,4,383.56
6312467,7451173,18360,2,115.77
6312547,2957693,2295,2,28.97
6313056,212987,9686,4,299.37
6313973,6806467,8920,2,92.3
6314121,5790022,3772,1,489.13
6314923,3278522,16333,4,209.15
6314953,7332799,12504,5,231.65
6315824,6647575,306,1,396.95
6316254,1467948,3360,5,55.5
6316363,1229918,19673,3,243.72
6316651,2320549,6162,4,172.33
6318561,7085874,1700,5,484.3
6318718,6094666,9030,4,124.85
6318768,4741497,5299,2,39.17
6319115,1476044,4973,1,454.11
6319229,4817579,11667,1,224.66
6319267,7026158,7469,1,264.31
6319975,4493518,19867,4,319.69
6320100,7950954,14189,2,327.22
6320730,6318218,15957,2,272.58
6321025,6957480,15919,3,343.28
6321283,5813592,15337,3,194.36
6321868,7414907,10141,3,330.58
6322680,4869145,10671,5,129.95
6323251,4472031,11839,1,291.41
6323693,812288,8288,3,403.22
6323707,5382478,8591,4,206.79
6323796,3919610,1934,5,45.5
6323966,452696,19430,5,428.23
6324476,3430199,11108,5,222.85
6324477,4995644,19997,5,346.4
6324593,7777206,17833,1,191.05
6325867,6357563,11292,3,348.24
6325894,5190889,7312,5,120.98
6326055,3979665,9524,3,484.32
6326513,945787,6443,5,132.56
6326920,3834208,8226,1,201.55
6327858,7253378,6862,3,113.88
6327981,7894537,15411,3,377.63
6328043,393461,1304,1,211.34
6328216,1929365,18823,5,157.1
6328904,2527243,15918,4,109.61
6329524,1646107,5640,3,477.04
6330523,7504427,17636,1,282.52
6330550,3030261,3943,1,25.3
6330899,5433342,1776,1,269.58
6331219,4890495,16330,3,372.89
6331878,1696901,639,5,403.24
6331944,3271538,11938,5,228.33
6332052,1890593,14210,3,312.79
6332352,7132179,10552,2,136.24
6332752,1285250,8292,5,16.73
6333556,7804895,4671,4,41.28
6333954,6534651,12752,3,329.03
6334908,7876847,16561,5,129.36
6334919,3553211,12051,3,285.41
6335442,458113,13513,3,405.2
6335714,5427859,18703,4,488.57
6336345,6973830,18678,2,274.98
6336383,3895382,13631,2,303.06
6336514,3216315,18997,3,383.11
6336517,6370278,11840,1,404.97
6337127,3240276,19194,1,404.65
6337148,7252267,9874,2,118.31
6337360,2783653,111,5,203.74
6337365,1462950,467,5,265.86
6338221,6570278,18777,1,463.83
6338259,6501268,12657,4,48.45
6339215,7115601,6249,3,458.47
6339598,4361977,18635,4,247.58
6339827,6404607,9556,5,331.66
6340436,610764,3243,2,8.71
6340653,289605,3173,2,100.46
6340766,7064187,18400,4,87.8
6340930,6990572,15310,5,122.82
6341308,6926552,12093,1,427.7
6342542,6979880,18365,1,165.36
6343775,3929287,11049,3,13.72
6344169,5974260,5517,2,50.98
6344980,6647215,7285,1,105.56
6345333,2014270,2589,1,345.29
6345614,1253424,16394,4,117.35
6345705,2500417,16777,2,85.69
6345876,5891032,3730,5,53.73
6346354,7969781,19753,4,415.94
6346413,1025227,15620,4,40.16
6346757,6674819,3210,4,132.35
6346813,4961949,16074,2,152.9
6346904,4986245,2560,4,302.31
6347046,7460621,66,1,161.26
6347074,3236618,14159,5,211.68
6347375,4839003,17034,2,329.12
6347388,6324222,12959,1,479.15
6347533,1068860,19202,5,337.22
6348079,5152386,19321,4,15.44
6348349,1184646,8466,1,42.84
6348550,7038001,16694,5,446.44
6348848,4208890,2272,5,321.72
6348964,2925092,14738,1,455.93
6349320,3375053,12318,1,194.4
6350911,4658718,16125,1,145.97
6351503,6268348,18313,5,183.65
6351555,2491157,2540,2,158.24
6351575,1784012,12780,3,355.96
6351637,2253185,17459,3,411.56
6352365,3828604,8018,2,146.75
6352390,7975948,13573,4,375.11
6354534,5579217,8312,2,497.66
6355244,6803958,9541,1,498.92
6355399,5273982,208,3,236.9
6355866,7284682,13896,3,303.7
6356992,7210832,11916,3,363.52
6357500,7320868,963,1,425.62
6357545,4857085,7348,1,52.17
6357892,7240386,12162,5,260.35
6358101,2827349,8984,1,431.79
6358204,6478163,9127,5,363.68
6358225,7750586,8099,1,45.79
6358306,1047703,9420,5,173.83
6358384,5556010,8371,4,63.87
6359151,6040215,13324,4,17.0
6359721,6854102,2994,3,100.72
6359789,3172353,19609,4,180.07
6360475,2228416,3373,3,28.15
6360562,7357917,13623,4,290.79
6360702,7926829,17391,2,363.57
6361400,664412,16745,2,105.84
6362606,6130978,5469,1,336.04
6362727,1821827,17769,1,7.19
6363006,6048267,2353,5,495.43
6363223,6518948,11778,4,347.81
6363517,971784,12268,1,250.9
6364757,6734949,2375,4,169.6
6364865,2438836,9045,4,310.3
6364960,6059510,19740,4,195.21
6365199,5651961,12599,5,233.02
6365786,768863,18618,2,196.96
6366024,2343573,4245,2,427.51
6366114,5503827,14033,3,190.41
6366234,7366949,9539,1,14.81
6366396,6177017,11698,3,229.46
6366475,1210532,14290,2,422.93
6366676,5854476,595,5,21.92
6366677,1270537,6872,5,265.52
6366700,5120871,7143,2,149.85
6367158,6199566,1758,1,385.28
6367469,3168280,6330,2,413.23
6367506,6634591,8156,3,23.04
6367658,6149529,17858,2,345.34
6367742,4849433,16739,1,463.82
6368652,2599415,9017,1,80.07
6369182,6348067,18686,1,466.65
6369526,6180231,2708,1,476.66
6369726,1111869,14246,2,440.26
6369963,1309803,16377,5,399.55
6370282,4992263,18841,3,19.85
6370533,1863515,15855,5,459.87
6370630,7875570,19731,2,252.97
6370848,2998352,1544,4,345.98
6371575,2472993,7597,3,481.34
6372046,7303503,13817,1,49.6
6372201,4677431,13464,1,48.53
6372627,6061216,18956,1,183.51
6373005,196849,8820,2,227.45
6373561,1914398,14905,1,205.2
6374493,7270178,3409,1,45.5
6374837,1015211,10642,2,445.78
6375362,5874037,16238,3,279.9
6375624,6900766,15524,4,113.31
6376211,4456152,10515,4,160.09
6376657,4316728,11651,3,391.69
6376962,2997821,12912,5,332.24
6377582,2017313,11847,4,77.8
6377992,5505915,3950,5,315.0
6378578,2044851,3907,3,161.66
6378659,3268127,9787,2,267.41
6378947,5176700,12981,2,261.87
6379196,7222133,4269,2,390.21
6381425,3714145,8653,1,348.13
6383335,6182959,10205,3,15.83
6383940,2905815,3573,3,183.02
6386168,6025511,6414,4,160.69
6386445,533119,12233,3,297.83
6386592,4200674,2732,5,176.19
6387304,4294448,1173,5,457.94
6387594,3869528,13924,5,351.98
6387954,6155101,3881,5,409.28
6388185,6545103,4337,5,323.16
6388255,6084494,18412,1,487.08
6389372,4218852,19883,5,149.84
6389644,2975906,19056,1,160.66
6389845,5430621,4365,4,5.91
6389993,1112507,17744,2,429.63
6390137,4639631,6399,4,56.63
6390382,5812981,10493,2,145.17
6391534,4291925,5982,2,311.53
6392339,1701677,14395,2,284.01
6393025,950739,18997,2,383.11
6393040,2576161,3494,4,287.46
6393224,1314079,14766,1,89.91
6393452,6613547,18266,2,17.17
6394910,1884144,9647,4,200.12
6395111,1788215,10964,5,212.34
6395362,1471674,1545,3,427.63
6395600,5499797,7463,5,134.69
6395647,4949800,13856,2,369.66
6395734,1728226,16002,5,488.91
6396346,4365002,11049,3,13.72
6396479,3515065,10506,4,219.96
6396542,668198,11228,2,116.02
6396571,7306043,15150,5,38.46
6396745,5788338,2593,5,173.25
6397475,4790838,14449,2,288.27
6397592,2696696,17862,2,200.74
6397711,2542551,12950,3,174.82
6398586,5060797,5254,5,488.79
6399008,3318368,14796,5,108.98
6399529,6636612,7673,2,63.4
6400079,3221490,8600,3,288.32
6400284,4364612,11593,4,426.79
6400763,1239845,18880,5,423.56
6401744,1711400,1042,4,468.48
6401808,3306009,4143,2,344.86
6401905,114213,14554,1,31.88
6402030,3751858,2834,4,393.16
6402753,4201561,16727,4,461.74
6402793,705019,8918,4,307.48
6403142,5233874,2318,5,21.66
6403199,991687,17484,5,199.34
6403554,1782614,13439,2,388.82
6403922,7385638,17848,5,356.03
6404025,1552880,2326,5,428.98
6404060,6777127,4184,2,17.17
6404193,3377946,9657,3,353.6
6404374,5845095,8275,1,98.64
6404537,1836565,1947,3,48.29
6404595,5697835,11049,2,13.72
6405057,646170,19328,4,174.51
6405201,7969505,11908,2,161.6
6405815,7885138,6510,2,46.15
6406453,30540,19439,2,121.49
6406500,2622881,8989,3,299.97
6406633,4388417,3219,5,361.05
6407552,6278957,16184,4,244.29
6408657,1550316,14178,1,367.81
6410199,1174657,13725,5,28.1
6410299,329582,10301,5,325.12
6410315,1406697,9074,4,275.88
6411481,6800923,5941,1,437.2
6411889,6807892,6104,4,153.36
6412563,6568238,18155,1,64.89
6413850,6353451,3413,5,41.13
6414685,4355878,11932,3,415.45
6414875,4438601,14311,3,187.03
6414918,7052429,8886,4,163.59
6415527,7882707,2538,4,384.0
6416089,7121572,5794,5,243.38
6417047,5654423,4264,4,310.42
6417404,534135,1528,3,466.1
6417541,2596698,2064,4,190.69
6417744,6120407,11887,4,189.85
6418381,5850821,8157,4,456.57
6419035,2055630,4104,3,110.44
6420001,5559049,7019,3,119.97
6420269,2976118,15558,3,230.92
6421181,1021233,8784,1,400.54
6421426,4400749,3553,2,335.35
6421830,3414421,2463,4,127.16
6421838,3204968,3501,3,41.18
6421976,5386501,3918,1,24.64
6422176,2244402,16133,2,432.03
6422557,7266759,18390,5,491.59
6423046,1922969,2089,4,430.0
6424872,1890805,8980,1,137.47
6426039,2577614,4961,4,70.08
6426192,6350261,16670,1,411.62
6427252,2343325,9319,2,320.71
6427718,5204138,6697,3,223.35
6427798,6385836,7806,5,245.06
6427814,3547879,11604,2,412.62
6428058,1300675,8076,5,361.82
6428075,6825037,10258,2,35.36
6428620,3333363,5989,5,388.75
6428761,5540122,17030,3,12.45
6428922,5346705,1283,2,53.79
6429447,2854217,19681,5,234.36
6429609,508840,81,1,440.99
6429713,4805936,13566,2,186.55
6429733,1606116,6561,1,295.37
6429868,708670,10862,2,176.98
6430366,2699517,13360,2,474.92
6430375,1624342,7283,1,347.0
6430899,712496,19532,4,439.13
6430965,3485955,16842,4,434.57
6431459,1986412,7363,1,235.97
6432458,2902824,9218,3,50.36
6433028,2194644,11799,4,421.58
6433115,798388,6001,5,119.49
6433987,3430199,18481,3,481.29
6434164,4094261,170,4,293.27
6434883,6270707,1695,4,439.05
6435203,3807069,10486,5,249.78
6435777,4954903,11040,1,239.51
6436456,7534435,9439,5,416.29
6436505,5248131,4155,5,472.59
6437983,5862727,16109,5,463.39
6438786,4186272,11471,3,257.68
6439305,6907192,2218,5,300.32
6440081,360112,17963,4,140.89
6440126,7754480,9360,1,445.58
6440233,601459,18913,4,16.82
6440248,2056156,14762,2,88.59
6440315,1202325,17558,5,396.76
6440471,7663071,19061,3,271.66
6440538,647527,11493,4,26.12
6440670,4825293,17092,2,249.67
6440815,4161689,8805,3,227.76
6440854,6517704,1889,4,477.49
6440968,2496419,16602,3,34.33
6441088,1436802,15848,2,207.11
6441892,4384795,8740,5,103.01
6442096,7978569,782,3,73.24
6442145,6318218,6553,3,56.99
6442631,5350230,8361,5,16.45
6443017,6655622,5424,1,168.05
6443578,5558056,18349,3,197.07
6443637,5381636,6650,1,239.36
6443749,2252237,14450,3,20.41
6444324,7243102,2047,1,142.35
6444333,838976,13986,2,155.13
6444696,7613889,11410,5,340.49
6445564,1870398,11815,2,113.31
6446335,6444746,5772,3,130.01
6446657,2205093,11943,1,492.13
6446867,2551896,2255,1,285.51
6447101,4967942,15216,4,91.35
6447299,822631,2360,1,36.8
6447529,5730077,18998,4,161.52
6448538,5753101,17968,3,14.04
6448772,2809059,16250,5,469.46
6449014,2171911,16257,4,40.62
6449206,3471581,416,1,38.29
6449766,7614353,18504,1,279.56
6450400,5935637,10280,1,340.18
6450771,849895,1663,3,66.48
6451092,1432713,13147,3,381.13
6451207,5739284,10626,3,72.5
6451333,4571606,3838,3,252.1
6451418,2228416,2753,5,245.19
6451758,2301014,18723,1,248.58
6452081,7853062,10531,4,134.75
6452477,3739018,2516,1,427.98
6453318,3907925,18583,2,162.96
6453830,2514149,9032,1,83.0
6453846,2686556,15438,3,240.33
6454157,6258290,16152,2,364.01
6455081,5018685,7757,5,351.32
6455143,2286572,5405,4,467.76
6455832,7735448,18495,2,489.2
6456102,4881160,14134,2,176.28
6456774,3313285,6908,1,492.78
6456800,284698,13949,3,326.71
6456899,7996025,15645,1,329.12
6456920,5096944,6961,5,24.27
6457190,299504,15351,3,40.96
6458288,3773227,17203,1,19.53
6458565,5637788,2054,5,380.61
6458873,4009885,9829,3,36.29
6459076,5692038,17826,3,198.71
6459336,5458745,12711,5,410.16
6459760,7319322,16,5,152.27
6459761,7801065,11693,2,323.86
6460815,1924458,3227,3,149.1
6460995,4566532,9715,4,38.7
6461829,1224601,16579,3,148.85
6462145,6133510,2049,5,412.35
6462529,5223744,18758,5,371.04
6462871,4785383,15363,1,409.29
6463114,743316,18924,2,108.74
6464538,7734079,4550,4,11.73
6464550,3526449,6093,1,489.84
6464570,2164045,15326,2,336.05
6464941,5907659,4359,4,233.84
6465094,6476578,18837,1,289.03
6465903,4602616,5026,2,211.55
6465927,6290129,10176,4,333.77
6465987,2939886,9466,1,178.83
6466887,2261041,4583,1,337.8
6467177,2344385,16694,2,446.44
6467250,736253,689,2,93.99
6467929,3391604,16542,3,184.87
6468284,6045722,19869,2,171.51
6468487,7721021,4253,2,367.78
6468493,1604807,17241,5,353.11
6468907,3779743,17288,2,107.04
6469004,7548125,8441,3,408.23
6469952,5062770,12521,2,47.1
6470409,2838977,2587,2,48.16
6470725,1528208,10896,5,105.38
6471532,890860,1446,2,426.27
6471564,7246840,3992,1,417.93
6472171,6201920,9803,5,366.83
6472268,1425545,5753,4,346.19
6472291,544679,5598,1,297.74
6472352,2938432,16519,5,89.23
6472948,5025600,19025,1,403.93
6473509,6562593,8481,5,111.8
6473841,113703,12019,3,342.77
6474024,954099,16106,3,80.81
6474205,5730171,3929,3,316.59
6474285,5269991,4182,5,344.34
6474631,6933857,16044,3,421.0
6474717,5756798,10029,5,474.65
6474988,2183638,18175,2,376.61
6475172,3754138,3899,3,396.06
6475351,4998062,2802,4,220.97
6475438,2192884,16298,4,453.35
6475782,691523,16559,3,147.55
6476174,1485929,525,5,381.23
6476334,15110,6317,2,209.07
6476624,3337838,12127,3,356.39
6476974,6422935,2287,3,297.45
6478937,4291637,7731,5,477.06
6478947,50341,19308,3,373.8
6479291,2476665,8632,2,331.58
6479696,1971190,6021,5,116.4
6479773,3712174,5817,5,22.49
6481796,941725,17585,1,24.69
6481992,6554539,6288,1,329.73
6482049,7367063,2522,4,160.15
6482074,19317,10200,3,212.06
6482157,7176623,1927,1,481.0
6482941,7616550,9249,5,392.95
6484020,6147242,7898,5,435.44
6484133,7329994,12509,4,388.8
6484226,4295415,11373,2,312.37
6484429,1393661,16761,2,195.07
6484649,53321,10546,5,386.22
6484794,3999359,3478,5,420.24
6485151,7310039,8655,1,92.28
6485805,7441094,3122,1,445.32
6486194,3265696,58,3,212.32
6486352,4278342,5488,2,360.73
6486623,879652,14901,3,272.54
6486717,2072094,1507,4,354.19
6486805,4527009,18383,5,427.11
6486877,4507606,7563,2,39.11
6487291,3415194,14520,3,259.15
6488258,6273546,18087,5,101.16
6488259,178778,7713,3,350.02
6488678,3794900,14529,1,444.71
6488980,431870,12343,1,173.97
6490547,3745630,6105,3,454.22
6490882,7363435,5938,1,99.41
6492523,21100,4306,5,426.27
6493013,503068,6764,2,396.49
6493076,598309,1465,4,429.38
6493865,7083811,6516,4,69.64
6494083,3562561,3323,3,417.81
6494636,3584789,13837,5,207.26
6495105,2100949,3381,1,97.6
6495251,702600,15713,4,433.38
6495923,7447417,8627,4,490.94
6496083,819669,11572,5,250.05
6496579,7967550,3869,4,192.98
6496629,771934,869,4,65.39
6496841,1866209,858,3,141.4
6496843,1817740,8635,5,209.25
6496864,3106548,12596,5,479.3
6497255,6050232,11978,4,219.28
6497749,2234177,915,3,56.67
6498104,5115118,12375,4,495.94
6498273,260886,5538,3,412.7
6498440,4263760,19278,4,360.09
6499123,969216,7821,1,45.2
6499256,5791301,892,2,276.22
6499408,5390908,11908,3,161.6
6501319,3043384,3388,2,290.59
6501731,3423771,8571,4,315.64
6501844,1300675,17059,3,320.77
6501929,1807670,14301,3,469.42
6503567,7573173,16821,3,423.03
6503853,276425,4641,4,261.26
6503912,6459875,9291,5,346.63
6504310,2868601,19564,1,15.15
6505019,850799,11836,1,119.66
6505097,4011702,14562,1,225.46
6505787,653909,4959,5,211.72
6506102,4587922,6777,3,78.73
6506627,1151847,10218,4,484.93
6506863,3224205,11990,3,392.03
6507005,4406191,11477,4,456.87
6507121,3171670,18066,5,423.48
6507907,1863723,10730,4,166.15
6507940,2747608,7017,3,279.48
6508528,805084,5960,1,16.42
6508996,2510743,13050,4,265.51
6509191,1209917,11535,3,374.9
6509251,6698937,11858,2,242.74
6509436,2600979,14688,5,477.23
6509457,5086675,9233,2,328.31
6511058,2902703,1572,3,401.86
6511327,2627263,10384,5,125.88
6511360,6339049,19659,1,479.12
6511588,2705352,15970,3,53.3
6513120,2757771,3500,5,469.32
6513135,4857847,157,1,24.76
6513420,1968944,19008,4,145.93
6513719,4391687,18538,3,428.81
6514204,5210828,11566,2,208.32
6514241,2277429,19974,3,176.88
6514319,4232694,14628,2,429.39
6515036,4345563,18426,3,346.08
6515274,4963740,2021,2,117.06
6515383,5360619,3811,4,240.37
6515594,182274,7613,5,277.05
6515923,7385638,2011,5,146.15
6516479,7117514,10819,4,223.42
6516691,5649604,5663,5,434.66
6516819,4404529,2680,2,79.68
6517080,1103135,19590,3,189.14
6517141,6751947,1776,3,269.58
6517317,2622073,4094,4,491.3
6517628,3444456,18479,3,494.63
6517713,2462326,7185,5,257.21
6517774,2085813,13062,3,372.14
6518527,3826690,19115,4,356.55
6518694,2609262,13639,4,405.53
6519268,2622881,3372,5,89.54
6519339,4709591,7635,3,121.3
6519485,973266,19964,3,132.93
6519721,7421441,2569,3,185.98
6519795,6206898,7231,1,344.74
6520044,354402,19058,3,185.87
6520483,3040612,5565,1,78.33
6523041,279508,6972,3,39.73
6523412,3886406,19165,5,435.2
6523436,7265765,4509,2,300.14
6523602,3276172,11269,1,337.02
6523905,2545955,11624,5,228.13
6524042,7204229,15393,3,162.82
6524056,7218125,7646,4,473.33
6526248,1813864,11690,5,240.65
6526319,1515269,2554,1,97.23
6526983,3912683,5721,1,411.52
6527326,3558159,17435,5,200.61
6528311,4409010,17980,3,456.75
6528387,3456096,9863,5,495.28
6528613,7642852,9467,3,50.14
6529588,6484683,3754,5,178.44
6529926,2540965,5790,2,455.96
6530087,3184740,2870,5,205.78
6530145,4975533,3383,4,385.48
6530284,5483231,1795,2,139.94
6530380,4725907,7951,1,323.94
6530512,719228,18721,4,463.33
6530618,1273680,4372,5,304.85
6531163,7084802,11086,2,242.63
6532078,7785482,4460,4,352.2
6532477,7042866,18763,3,481.58
6533260,3043689,4460,5,352.2
6533641,7804740,6149,3,203.27
6533863,1410002,15515,5,37.9
6534242,6156639,7951,2,323.94
6534369,620530,772,3,95.6
6534399,2096235,19938,3,117.58
