order_id,customer_id,order_date,total_amount,payment_method,shipping_country
1626004,1663533,2023-10-10,3541.2,Bank Transfer,Nauru
1626375,56524,2024-07-13,0.0,PayPal,Netherlands Antilles
1626443,798943,2024-12-12,733.7,Bank Transfer,Norfolk Island
1626511,1351483,2021-09-24,2668.08,Bank Transfer,Vanuatu
1627228,1817917,2023-06-08,3530.68,Bank Transfer,Norway
1627286,1974890,2025-07-31,2725.76,PayPal,Slovakia (Slovak Republic)
1627744,52404,2024-02-24,1078.8,Credit Card,Italy
1627818,180058,2025-01-03,3892.73,Credit Card,Ireland
1627839,889267,2022-07-06,2019.65,Credit Card,Guinea
1628334,1019352,2021-11-04,0.0,Cash,Kenya
1628716,1347727,2023-11-24,4213.35,Bank Transfer,Central African Republic
1630162,188390,2023-09-12,2135.95,Bank Transfer,Burkina Faso
1631064,135652,2023-08-21,3404.75,Bank Transfer,Svalbard & Jan Mayen Islands
1631454,1911548,2024-11-04,2167.8,Credit Card,Aruba
1632613,1533624,2023-01-21,1019.11,Bank Transfer,Jamaica
1633235,1801155,2024-06-15,1791.25,Credit Card,Tajikistan
1633634,1754114,2023-04-13,3642.24,Bank Transfer,Portugal
1634254,961509,2025-03-21,2586.42,PayPal,Korea
1634368,461375,2025-02-01,1813.95,Credit Card,Zambia
1634977,419571,2021-09-01,2115.44,PayPal,Bosnia and Herzegovina
1635745,787513,2021-12-09,6289.09,PayPal,Saudi Arabia
1636218,169460,2022-03-30,5209.13,Cash,Guinea-Bissau
1636464,177137,2022-04-26,2276.88,PayPal,Isle of Man
1637666,1715623,2021-12-09,2143.57,Bank Transfer,Swaziland
1638564,709985,2023-11-20,1784.78,PayPal,Honduras
1639204,1414332,2023-02-22,1359.17,Cash,Northern Mariana Islands
1639352,1706655,2024-05-22,1187.96,Cash,Ethiopia
1639681,860472,2023-02-07,1841.03,Cash,Brazil
1639883,724012,2025-07-10,2249.92,PayPal,Congo
1640821,768222,2023-02-20,0.0,PayPal,Bulgaria
1641013,795472,2024-03-21,1914.15,Cash,Hong Kong
1641577,91314,2023-11-03,2822.25,PayPal,Libyan Arab Jamahiriya
1641750,642413,2024-04-21,2492.88,Bank Transfer,Guyana
1641857,295960,2025-04-09,4391.97,Cash,Mauritania
1642275,61830,2024-06-19,839.32,PayPal,Paraguay
1642695,1353693,2022-08-28,745.02,PayPal,Lesotho
1644090,1588685,2024-02-21,2927.53,Bank Transfer,Samoa
1644508,1865655,2022-03-05,0.0,Cash,Ethiopia
1644567,400395,2022-07-03,2241.69,Bank Transfer,Bulgaria
1645002,295721,2021-10-23,4067.03,Cash,Mongolia
1645079,1911214,2023-07-12,1946.14,PayPal,Pakistan
1645239,1626769,2024-02-20,936.84,PayPal,Turkmenistan
1645429,790325,2023-03-06,0.0,Cash,Palau
1645863,1234563,2024-09-19,3265.8,PayPal,Mayotte
1645919,1321524,2023-02-08,2832.17,Credit Card,Honduras
1646107,204840,2024-12-14,2929.91,Credit Card,Dominican Republic
1646242,1812005,2024-07-22,1414.45,PayPal,Philippines
1646937,958637,2024-04-18,1086.84,PayPal,Italy
1647576,252617,2025-02-12,538.53,PayPal,Bulgaria
1648644,236351,2025-06-14,197.97,Bank Transfer,Namibia
1648677,1331689,2025-06-28,6441.28,PayPal,Cook Islands
1648885,966652,2022-04-07,290.99,PayPal,Seychelles
1649003,1404114,2022-09-28,499.21,Cash,Syrian Arab Republic
1649172,1364700,2024-08-27,2290.86,Bank Transfer,Botswana
1649219,1485764,2025-05-27,3516.87,Credit Card,Cocos (Keeling) Islands
1649227,1988471,2024-03-06,704.18,Cash,Maldives
1649602,1696457,2022-12-09,1271.23,Bank Transfer,Timor-Leste
1650047,11504,2023-06-03,4018.83,Credit Card,Svalbard & Jan Mayen Islands
1650230,193816,2023-02-28,3022.87,Cash,Paraguay
1650454,242637,2025-08-13,1640.63,Bank Transfer,Samoa
1651466,1707332,2025-08-16,0.0,Cash,Pakistan
1651896,903647,2023-04-29,2159.25,Cash,United States Virgin Islands
1651941,1265840,2022-09-22,906.57,Cash,Sudan
1652258,1722790,2022-11-29,347.95,Cash,Indonesia
1652489,1212771,2023-08-28,375.54,Credit Card,Liberia
1652807,100270,2025-01-23,2335.87,Bank Transfer,Comoros
1653445,721891,2025-01-19,1866.08,Credit Card,United States Virgin Islands
1653600,371047,2023-03-07,968.34,Credit Card,Myanmar
1653798,1505783,2023-01-03,1233.87,Cash,Vanuatu
1654648,1167103,2022-12-05,2591.49,Bank Transfer,Chad
1656347,1747876,2023-11-26,8849.11,Bank Transfer,Netherlands Antilles
1656391,887690,2022-06-27,1316.22,PayPal,Tunisia
1656508,20773,2023-02-03,0.0,Cash,Mexico
1656675,1640011,2025-04-05,150.2,Cash,American Samoa
1656993,81367,2022-08-28,187.77,Cash,New Zealand
1657109,1624625,2022-08-14,605.17,Bank Transfer,Pakistan
1658125,500430,2025-08-11,269.16,Credit Card,India
1658413,18908,2021-11-19,1150.95,PayPal,Syrian Arab Republic
1658556,680441,2021-10-12,3745.54,PayPal,China
1658614,734293,2024-02-10,1577.97,PayPal,Northern Mariana Islands
1658804,503010,2024-02-06,4265.58,Bank Transfer,Kiribati
1658860,1554205,2021-10-10,1452.0,PayPal,Netherlands Antilles
1659882,1269928,2021-09-07,2472.0,Cash,Anguilla
1659922,1757182,2022-05-16,2352.23,Bank Transfer,Latvia
1660579,662126,2024-12-08,1202.85,Bank Transfer,Falkland Islands (Malvinas)
1660840,6156,2023-09-12,465.49,Bank Transfer,Pitcairn Islands
1661211,1314081,2023-05-22,69.42,Credit Card,Saint Vincent and the Grenadines
1661353,1388276,2023-03-12,994.52,PayPal,South Africa
1661557,70015,2023-06-27,975.87,Cash,Singapore
1663405,615810,2024-01-29,2070.96,Cash,Singapore
1663659,1920761,2021-12-31,287.28,Credit Card,South Africa
1663897,757196,2023-03-17,1597.26,Cash,Pakistan
1664221,1562938,2025-07-22,1128.75,Credit Card,South Africa
1664385,357799,2022-09-14,2635.07,Credit Card,Hungary
1665010,757552,2023-05-15,319.59,Cash,Iraq
1665020,657965,2024-05-09,1862.07,Bank Transfer,Cote d'Ivoire
1665075,1641701,2021-12-31,1787.75,Cash,Qatar
1665183,1134425,2023-09-05,805.24,Bank Transfer,Palau
1665507,67561,2023-04-12,586.76,Cash,Angola
1665525,1861581,2022-09-23,3031.75,Cash,Morocco
1665827,273595,2021-10-02,1288.39,PayPal,Burundi
1665913,1534163,2025-07-07,1631.8,Bank Transfer,Bolivia
1665927,1706066,2024-02-19,1648.28,Cash,Saint Helena
1666168,951445,2023-05-05,1479.66,Cash,Tajikistan
1666366,179936,2021-12-07,1277.1,Credit Card,Chile
1667166,1179412,2025-01-11,1421.52,PayPal,Guatemala
1667612,912008,2025-01-03,294.8,Cash,New Zealand
1667623,1307505,2022-04-17,3842.33,Bank Transfer,Honduras
1668051,839484,2023-12-11,1147.3,Bank Transfer,Nicaragua
1668062,1302733,2021-09-16,2142.97,Credit Card,Grenada
1668754,1106885,2025-07-30,1602.38,Credit Card,Turkey
1669486,233945,2022-02-02,3724.41,Bank Transfer,Cayman Islands
1669527,1328949,2022-04-18,664.1,Credit Card,French Polynesia
1669661,399555,2023-11-23,1396.95,Bank Transfer,Fiji
1669912,1303195,2022-11-18,2388.64,Cash,United Arab Emirates
1669938,1588761,2024-02-11,1626.77,Cash,Central African Republic
1669944,312299,2022-10-01,3176.16,Cash,Zimbabwe
1670232,1049216,2025-07-29,1180.14,Bank Transfer,Antarctica (the territory South of 60 deg S)
1672013,1258876,2023-02-22,540.79,PayPal,Australia
1672498,1672072,2024-11-23,4855.14,Credit Card,Nicaragua
1672780,1026965,2023-02-27,180.48,PayPal,Christmas Island
1673130,1435718,2022-05-04,606.22,Bank Transfer,Montserrat
1673501,1749695,2025-07-22,1866.3,Cash,Comoros
1673614,918298,2024-01-16,406.92,Bank Transfer,Guinea-Bissau
1673867,1925838,2025-01-08,2316.4,Credit Card,Turkey
1674028,841743,2022-12-25,0.0,Cash,Kuwait
1674888,654942,2022-12-30,2226.45,PayPal,Uzbekistan
1675266,951586,2024-01-18,2791.78,Cash,Kenya
1675377,683050,2023-02-17,579.17,PayPal,Gambia
1675429,877243,2021-09-27,2098.28,Bank Transfer,Cayman Islands
1675995,860428,2023-02-02,66.55,Bank Transfer,Guatemala
1676003,1384475,2022-05-21,0.0,Cash,South Georgia and the South Sandwich Islands
1676631,340920,2022-03-28,3383.99,Bank Transfer,Georgia
1676895,1799745,2023-03-26,1592.85,Cash,Heard Island and McDonald Islands
1678005,1171131,2023-06-19,311.64,Cash,Botswana
1678146,1253577,2024-05-01,502.7,PayPal,Falkland Islands (Malvinas)
1678425,363711,2022-01-14,1661.59,Cash,South Georgia and the South Sandwich Islands
1679583,221338,2022-08-31,2704.98,Credit Card,Eritrea
1679713,918675,2021-11-07,388.35,Credit Card,Peru
1680276,158020,2023-10-15,362.94,PayPal,Bermuda
1680591,1510455,2024-02-27,1379.23,PayPal,Vietnam
1680667,819128,2024-11-23,2768.41,Credit Card,Chile
1680990,1102837,2023-01-10,2985.25,Cash,Afghanistan
1681083,1337817,2024-01-07,4764.64,Cash,Kenya
1681234,1642892,2022-09-06,1463.75,PayPal,Namibia
1682368,41232,2025-08-02,0.0,Bank Transfer,Maldives
1682980,1911829,2021-10-20,178.8,Bank Transfer,Nauru
1683251,1571374,2025-02-02,648.14,PayPal,Estonia
1683370,185277,2024-03-15,2147.38,Cash,El Salvador
1683454,202709,2024-01-06,2661.05,Cash,Micronesia
1683710,1973068,2022-01-31,131.12,Cash,Belgium
1684050,1112898,2023-07-16,1749.3,Credit Card,Luxembourg
1684474,194666,2023-08-20,2166.75,Credit Card,Montenegro
1685107,938469,2024-02-22,4497.72,Bank Transfer,North Macedonia
1685112,304590,2025-03-24,2945.88,PayPal,Saint Martin
1685278,1967812,2025-06-09,344.79,Credit Card,Norfolk Island
1685366,683599,2022-04-18,0.0,Bank Transfer,Ireland
1685554,989174,2023-08-17,3494.61,Cash,Kazakhstan
1685742,208131,2023-01-04,3353.2,Credit Card,Venezuela
1686052,1689778,2023-09-29,2932.94,Credit Card,Singapore
1687158,775097,2024-06-18,3951.68,Cash,Martinique
1687443,1072297,2025-01-01,2193.09,Credit Card,Netherlands Antilles
1688353,100910,2022-11-07,0.0,Credit Card,Guam
1688450,783443,2024-06-04,3078.31,Bank Transfer,New Zealand
1688639,252617,2023-12-08,0.0,PayPal,Sao Tome and Principe
1688832,804032,2022-07-17,6783.68,Credit Card,Namibia
1689261,225715,2025-02-20,394.96,Bank Transfer,Botswana
1689479,426817,2023-02-25,4666.06,Bank Transfer,Isle of Man
1690249,163752,2024-11-18,2382.84,PayPal,Rwanda
1690399,1441277,2023-07-22,2741.91,Credit Card,Malaysia
1690801,1764023,2021-11-15,1117.83,Bank Transfer,Mali
1691116,924671,2023-04-06,1823.55,Credit Card,New Caledonia
1691337,1473218,2024-04-05,0.0,Cash,Armenia
1691614,1736660,2023-07-07,1355.97,Cash,Isle of Man
1691789,242307,2024-02-16,968.81,Bank Transfer,British Virgin Islands
1691987,1701930,2025-05-23,1889.63,Cash,Sweden
1692237,903794,2023-07-21,0.0,PayPal,Switzerland
1692562,1743149,2025-06-27,664.19,Cash,Canada
1693157,533839,2024-06-28,4198.86,PayPal,Rwanda
1693562,1694561,2024-01-19,517.9,Cash,Heard Island and McDonald Islands
1693621,1019393,2022-12-31,60.03,Bank Transfer,Kazakhstan
1693629,437080,2022-08-17,0.0,Bank Transfer,American Samoa
1693635,149767,2025-05-12,1848.23,Cash,Dominica
1693789,1784829,2023-11-11,0.0,Credit Card,French Southern Territories
1694015,973595,2022-03-30,2589.09,PayPal,British Indian Ocean Territory (Chagos Archipelago)
1694144,1434442,2022-05-16,632.71,Credit Card,Montenegro
1694206,1394813,2024-01-22,892.12,PayPal,Greece
1695003,1452641,2025-03-14,2805.13,Bank Transfer,Palau
1695096,1579552,2022-07-25,3955.49,Bank Transfer,Indonesia
1695181,1143435,2025-02-17,318.7,PayPal,Turkey
1695279,597227,2022-03-04,1930.35,Credit Card,Japan
1695930,804488,2024-03-24,1844.28,Bank Transfer,Qatar
1696257,561315,2023-12-11,1463.84,Bank Transfer,Kiribati
1696901,653555,2022-10-16,2252.38,Credit Card,Central African Republic
1697293,1527719,2021-09-04,709.56,Bank Transfer,Guyana
1697588,988190,2025-04-09,1931.8,PayPal,Mongolia
1697795,1890019,2025-07-14,1534.63,Cash,Swaziland
1697846,292774,2022-10-28,2190.44,PayPal,Taiwan
1699756,228676,2022-08-07,1794.1,PayPal,Holy See (Vatican City State)
1699959,44418,2022-04-24,4075.01,PayPal,Ireland
1700036,929655,2024-11-29,1583.58,Bank Transfer,Zambia
1700624,1865216,2024-02-08,1774.2,PayPal,El Salvador
1700755,27714,2022-08-05,2652.3,Bank Transfer,Heard Island and McDonald Islands
1701074,1327327,2024-04-04,717.2,Cash,Oman
1701677,567515,2022-04-13,2537.76,Bank Transfer,Korea
1701944,1821778,2024-12-20,1244.1,PayPal,Mexico
1702249,1864277,2022-01-30,753.65,Cash,Micronesia
1702803,1733451,2025-01-24,274.65,Bank Transfer,New Zealand
1703432,903794,2024-03-22,2745.6,Bank Transfer,Cocos (Keeling) Islands
1703750,1152094,2022-05-09,665.73,Bank Transfer,South Africa
1704203,11504,2024-05-28,752.37,Cash,Luxembourg
1704386,1913995,2023-10-12,0.0,PayPal,Gambia
1704418,1100727,2022-06-03,1989.31,Credit Card,Azerbaijan
1704858,1433814,2024-03-02,939.39,Credit Card,Dominica
1705194,1545368,2023-10-28,1704.51,Bank Transfer,Christmas Island
1705289,283338,2024-05-10,4860.49,PayPal,Nepal
1706607,1900679,2024-02-05,2600.1,Credit Card,Chile
1706699,1500157,2021-10-07,1443.27,Bank Transfer,Greece
1706839,1134895,2022-06-14,1877.73,PayPal,Serbia
1707354,1263951,2024-01-14,1271.42,Credit Card,Sao Tome and Principe
1707890,1345141,2023-02-20,231.54,PayPal,Liechtenstein
1708605,1092982,2024-06-02,747.58,Cash,Ukraine
1708773,113349,2021-12-11,1809.0,Bank Transfer,Belarus
1709221,1130226,2023-01-09,2152.2,Cash,Palestinian Territory
1709445,660348,2022-06-04,1661.49,Credit Card,Myanmar
1709459,1877958,2023-07-12,2151.48,Bank Transfer,Jersey
1709473,1302365,2021-10-31,3747.8,Bank Transfer,United States Virgin Islands
1709869,1624625,2022-01-05,1174.11,PayPal,Wallis and Futuna
1709922,1839490,2025-03-19,0.0,PayPal,Russian Federation
1710685,1948503,2024-01-05,4921.45,Bank Transfer,Marshall Islands
1711276,199236,2024-08-12,1479.5,Cash,Greece
1711400,1442096,2025-07-04,6877.39,Cash,Fiji
1711426,1198290,2024-05-19,1329.35,PayPal,Bermuda
1711533,1673343,2022-11-06,1165.7,Credit Card,Australia
1711668,1865512,2025-02-14,2649.28,Bank Transfer,Nauru
1712147,1673343,2022-05-21,359.68,Cash,Micronesia
1712217,1347727,2022-01-02,0.0,Cash,Bulgaria
1712734,1754489,2022-05-02,2761.24,Cash,Samoa
1712964,1659659,2022-04-20,272.76,Cash,Dominica
1713263,6156,2023-04-05,32.98,Credit Card,Holy See (Vatican City State)
1713503,1435718,2025-08-08,2137.69,Bank Transfer,Western Sahara
1714241,598581,2024-02-08,3559.75,PayPal,Poland
1716221,1865116,2025-06-03,367.11,PayPal,Guinea-Bissau
1718165,364076,2023-07-26,1783.94,Cash,Ghana
1718221,1950791,2021-10-15,5307.02,PayPal,Montenegro
1718938,1545137,2024-10-07,2323.2,Cash,France
1718956,387542,2023-04-26,0.0,Cash,France
1719128,1920573,2024-09-06,488.68,PayPal,Congo
1719479,900554,2021-11-28,638.17,Credit Card,Barbados
1719662,1014788,2023-10-01,43.17,Credit Card,Albania
1719915,1069516,2023-09-06,2064.2,Bank Transfer,Syrian Arab Republic
1720126,1074109,2023-03-01,850.55,Bank Transfer,Jamaica
1720453,1731971,2023-01-23,2270.74,Cash,Denmark
1720760,558454,2023-02-09,2015.19,Credit Card,United States of America
1721372,560733,2025-04-23,281.35,Bank Transfer,Uruguay
1721598,565134,2022-06-10,929.38,Credit Card,Guatemala
1721868,929119,2022-05-24,546.92,Credit Card,Iceland
1722020,1493869,2024-03-28,0.0,Cash,Vanuatu
1722366,904108,2023-08-12,32.4,Bank Transfer,Turks and Caicos Islands
1722800,447724,2024-03-13,2063.21,PayPal,Indonesia
1724665,1615700,2023-07-14,1462.8,Bank Transfer,Malawi
1725355,163823,2025-07-25,966.12,Bank Transfer,Solomon Islands
1725539,1877594,2025-04-21,1291.05,Credit Card,Honduras
1726941,133598,2023-03-23,2344.76,Cash,Palau
1727352,1404433,2021-11-03,1232.96,Credit Card,Nepal
1728226,165746,2023-02-27,2444.55,Cash,Tajikistan
1728873,1403610,2023-07-24,746.1,PayPal,Spain
1729257,1004835,2024-05-12,2041.13,Cash,Ghana
1729276,1100170,2022-12-25,995.75,Bank Transfer,Congo
1729338,1875544,2023-07-06,1759.97,Cash,Bulgaria
1730386,1333147,2025-05-12,3400.85,Credit Card,Kyrgyz Republic
1730624,98933,2023-12-28,1441.44,Cash,Serbia
1730976,415117,2025-05-23,3309.46,Credit Card,Tonga
1731542,617667,2023-02-08,2434.48,Bank Transfer,Mayotte
1732814,315781,2022-05-01,292.85,PayPal,American Samoa
1733500,1962194,2023-09-05,1261.82,PayPal,South Africa
1733726,1153994,2022-03-11,1320.0,PayPal,Burundi
1733823,1664218,2024-01-25,4026.08,PayPal,Mayotte
1734074,1657911,2022-09-04,271.94,PayPal,Benin
1734606,846127,2025-03-16,1165.5,Cash,Turkmenistan
1735236,1327638,2023-09-07,0.0,PayPal,Latvia
1738249,1231589,2024-06-23,1234.6,Bank Transfer,Sao Tome and Principe
1738349,1330906,2023-08-17,1366.05,Cash,Zambia
1738456,1250880,2025-06-14,4879.53,PayPal,Egypt
1739068,351482,2025-07-15,636.5,PayPal,Cape Verde
1739464,324798,2024-01-18,1152.64,Credit Card,Belgium
1739526,1570338,2025-04-26,2323.04,Credit Card,Bahamas
1739937,98392,2022-06-02,0.0,Cash,Jordan
1739982,1047343,2024-03-11,1469.9,Cash,Philippines
1740068,188490,2024-07-07,1488.25,Bank Transfer,Niue
1740207,4889,2024-09-07,179.35,Credit Card,Panama
1740422,1763483,2025-05-08,2299.02,Credit Card,Wallis and Futuna
1741763,1155295,2022-04-17,1061.4,Credit Card,Marshall Islands
1741973,1090890,2022-05-21,1363.26,Credit Card,Cuba
1742621,163823,2025-06-03,3117.84,Bank Transfer,Tunisia
1743339,774812,2022-04-17,2233.85,Cash,Uruguay
1743414,1340664,2022-07-10,1129.23,PayPal,Antigua and Barbuda
1743471,1078092,2021-11-15,0.0,PayPal,Cameroon
1743851,946271,2023-04-12,2659.6,PayPal,Cuba
1743875,775466,2023-06-05,0.0,Credit Card,Panama
1744054,353936,2022-08-26,677.13,Cash,Niue
1744358,18908,2024-11-26,2749.87,Credit Card,Malawi
1745129,78103,2024-02-19,860.37,Cash,Tonga
1746205,81380,2022-01-30,761.1,Cash,Aruba
1746397,1086079,2022-05-11,1980.75,PayPal,China
1746495,1126886,2021-11-01,6677.2,Cash,Aruba
1746842,295721,2024-01-26,2344.65,Credit Card,French Polynesia
1747025,233177,2025-08-29,150.38,Cash,Andorra
1747122,1254267,2024-06-08,1726.1,Bank Transfer,Kiribati
1747262,1454333,2022-07-24,630.84,Credit Card,Burkina Faso
1747504,1667054,2024-01-07,489.28,Cash,Burkina Faso
1747510,1830799,2023-09-11,2988.61,Cash,United States Virgin Islands
1747536,369057,2024-07-26,1181.38,Cash,Netherlands Antilles
1747584,1957963,2024-06-15,1299.58,Bank Transfer,United States Minor Outlying Islands
1747953,1898262,2024-08-01,3004.98,Cash,Saint Pierre and Miquelon
1748535,1714285,2024-02-03,2891.41,Cash,Eritrea
1748547,904551,2022-04-21,2060.22,Credit Card,Cambodia
1748799,628061,2024-06-04,0.0,Bank Transfer,Lao People's Democratic Republic
1749132,1863250,2023-08-28,4021.11,Bank Transfer,Chad
1749303,759025,2022-11-16,837.0,Credit Card,Mozambique
1750185,1391361,2021-10-27,0.0,Bank Transfer,Bouvet Island (Bouvetoya)
1750374,948272,2022-12-10,2179.55,Cash,Northern Mariana Islands
1750800,1698366,2022-03-26,433.3,Bank Transfer,Chile
1750850,1552704,2022-11-14,2377.11,PayPal,South Georgia and the South Sandwich Islands
1751617,1067751,2022-03-07,4678.41,Credit Card,Cuba
1751717,498558,2024-03-30,1985.97,Cash,Tuvalu
1752063,52982,2023-07-12,2067.67,Credit Card,United States Minor Outlying Islands
1752715,159578,2023-07-17,2921.59,PayPal,Myanmar
1752767,1352586,2025-05-12,1362.97,PayPal,Gambia
1752954,491082,2025-04-24,2780.18,Cash,Norway
1753174,1061318,2021-12-05,2185.11,PayPal,Liberia
1754217,571193,2023-10-23,994.99,Credit Card,Benin
1755055,738390,2025-06-27,1261.01,Credit Card,British Indian Ocean Territory (Chagos Archipelago)
1755157,464442,2023-09-10,751.9,PayPal,Niger
1755748,236351,2025-01-23,2765.73,PayPal,Saint Helena
1757090,1166585,2022-01-14,3437.85,Cash,Tanzania
1757500,757552,2022-09-09,2105.03,Credit Card,India
1758148,1197872,2022-02-20,0.0,Cash,Niger
1760880,1112639,2023-08-08,4062.62,PayPal,Guinea
1761150,860173,2023-12-26,1580.25,Cash,Eritrea
1761460,1260295,2021-09-14,4473.6,Cash,Thailand
1761648,1193065,2022-11-24,2417.13,Cash,Macao
1761840,1438445,2024-03-18,434.72,Credit Card,Niue
1762184,1327515,2021-10-08,2624.21,Bank Transfer,Senegal
1762626,1152561,2025-01-24,0.0,PayPal,Wallis and Futuna
1762754,599009,2025-06-05,715.45,Bank Transfer,Greece
1763239,366533,2024-10-25,199.3,Credit Card,Argentina
1763472,712056,2024-11-05,2418.55,Bank Transfer,Turkmenistan
1764238,1039585,2023-02-13,4231.89,Cash,Greece
1766362,194850,2023-12-19,3093.03,Cash,Fiji
1766400,61294,2022-04-25,679.46,Cash,Poland
1766564,232778,2025-08-20,0.0,Bank Transfer,Kazakhstan
1766683,54442,2022-03-25,803.13,Bank Transfer,United States of America
1767073,806234,2024-02-08,5605.78,PayPal,Libyan Arab Jamahiriya
1767308,494713,2022-06-20,288.4,Credit Card,Chad
1767863,508836,2023-09-21,0.0,Cash,Saint Vincent and the Grenadines
1768167,964062,2022-05-23,2700.27,PayPal,Bolivia
1768448,1942797,2025-04-06,1397.3,PayPal,Bhutan
1768552,53772,2025-03-05,2282.58,Credit Card,Guadeloupe
1768588,264656,2022-02-20,1025.55,Bank Transfer,Tonga
1769334,406129,2023-10-12,1334.53,PayPal,Israel
1770323,1576249,2025-04-12,1607.44,Cash,United States Virgin Islands
1770768,191145,2023-08-02,3595.34,Bank Transfer,Korea
1771451,1438822,2022-07-27,2707.88,Cash,Slovakia (Slovak Republic)
1772646,541007,2024-04-03,3024.3,Credit Card,Bahamas
1774687,1800904,2024-10-31,2754.0,Cash,Tonga
1774960,474007,2023-01-27,3494.78,Bank Transfer,Seychelles
1775377,1845934,2024-06-07,1374.49,Credit Card,Algeria
1775521,1331890,2024-08-28,4135.21,PayPal,Cocos (Keeling) Islands
1775736,1203505,2024-01-22,3437.85,Cash,Ecuador
1777007,1051925,2021-09-04,1838.0,Cash,Marshall Islands
1777271,92093,2024-02-01,2465.05,Cash,Kazakhstan
1777350,1234293,2025-01-26,2507.47,PayPal,Swaziland
1777495,483392,2025-05-09,1832.76,PayPal,Guinea
1777571,1265194,2022-08-12,3887.22,Credit Card,Turkmenistan
1777590,1620075,2022-12-11,1601.36,Credit Card,Central African Republic
1778727,1983751,2023-05-30,1194.64,Cash,Switzerland
1778809,1445304,2024-02-07,577.76,PayPal,Croatia
1778871,661241,2024-05-20,1996.65,Credit Card,Tuvalu
1778906,951003,2022-03-04,5467.59,Bank Transfer,Saint Kitts and Nevis
1779027,980729,2022-10-22,208.75,Bank Transfer,Tanzania
1779169,1328293,2025-07-26,3091.18,Bank Transfer,Australia
1779385,1578326,2023-09-10,3263.86,Credit Card,Montserrat
1779643,1670872,2025-05-18,2147.2,Cash,China
1781081,1773933,2025-06-03,577.65,Bank Transfer,Dominican Republic
1781615,1674104,2025-03-27,0.0,Credit Card,South Georgia and the South Sandwich Islands
1782034,485604,2022-11-11,993.19,Bank Transfer,Greenland
1782614,1438822,2023-02-27,777.64,Bank Transfer,Saint Kitts and Nevis
1783104,774543,2022-06-03,2918.38,Cash,Sudan
1784012,1362563,2022-07-08,2060.4,Bank Transfer,Armenia
1784184,1657967,2023-08-17,1209.23,Credit Card,Bermuda
1784467,164821,2024-05-02,993.08,Cash,Slovakia (Slovak Republic)
1784489,1503881,2024-09-21,483.92,Cash,Canada
1785113,1061922,2025-01-22,4135.68,Bank Transfer,Syrian Arab Republic
1785180,562619,2022-04-19,819.05,PayPal,Kuwait
1785217,1675098,2022-09-22,98.15,PayPal,Barbados
1785705,850412,2022-06-16,0.0,Cash,Sao Tome and Principe
1786147,1707386,2025-07-30,173.13,Cash,Nepal
1786493,117363,2021-12-11,0.0,Bank Transfer,Portugal
1786499,1130980,2022-11-20,1892.65,Credit Card,Australia
1786544,344772,2022-12-25,0.0,Cash,Uganda
1786679,926295,2025-07-29,753.81,Cash,Afghanistan
1787406,1865116,2025-02-19,2250.8,Credit Card,Kiribati
1787964,1408625,2022-06-21,2300.83,PayPal,Bhutan
1788215,938469,2022-05-26,3044.2,Bank Transfer,Poland
1788529,1456363,2022-11-05,905.1,PayPal,Palestinian Territory
1788926,61294,2022-01-23,1046.8,Credit Card,Uganda
1789101,1609568,2024-01-08,1325.41,Credit Card,Central African Republic
1789284,492292,2025-07-14,2297.64,Cash,Venezuela
1789517,519938,2024-08-23,1747.42,Credit Card,Georgia
1789563,1551262,2025-08-22,2082.28,Cash,Peru
1790041,1909751,2024-05-20,3652.73,Credit Card,Eritrea
1790377,888619,2024-07-16,3027.44,PayPal,Zambia
1790494,690754,2024-01-29,244.4,Cash,Cape Verde
1790723,208428,2025-08-07,945.22,Credit Card,Brazil
1791349,932125,2023-02-24,804.48,PayPal,Guadeloupe
1791850,1599846,2024-02-15,835.93,Credit Card,Brunei Darussalam
1792138,1504667,2022-01-27,5093.42,PayPal,Gabon
1792284,760726,2023-01-19,1316.38,Credit Card,United States Virgin Islands
1792771,484223,2023-03-25,401.96,PayPal,Cambodia
1794708,719111,2024-03-09,684.88,PayPal,Oman
1794731,1623947,2024-12-19,1399.26,Credit Card,Czech Republic
1795718,581598,2022-06-16,2914.04,Bank Transfer,Colombia
1796081,1724106,2022-01-20,2145.93,Bank Transfer,Netherlands
1796773,1821655,2025-05-10,2203.98,Credit Card,Korea
1796822,1699829,2023-12-03,360.42,Cash,Malaysia
1797565,8290,2023-06-14,936.7,Credit Card,Comoros
1797760,1681634,2024-09-01,0.0,Bank Transfer,Belgium
1798134,546172,2023-06-17,1724.23,Bank Transfer,Cocos (Keeling) Islands
1798204,948262,2022-02-06,3374.78,Credit Card,Greenland
1799155,1578295,2023-10-22,2633.47,Cash,Libyan Arab Jamahiriya
1799299,1806113,2022-09-28,2371.16,Bank Transfer,Saint Martin
1799418,83473,2023-07-12,660.22,Credit Card,Netherlands
1799501,435654,2022-02-16,3439.28,Cash,Haiti
1800179,831800,2023-04-22,1019.22,Cash,Cote d'Ivoire
1800192,1636502,2022-05-14,5275.35,PayPal,Zimbabwe
1800293,1331760,2021-10-12,766.35,Bank Transfer,Tonga
1800733,1107403,2021-09-01,847.3,Bank Transfer,Eritrea
1801593,891011,2021-10-19,5394.95,Cash,Montserrat
1802329,177727,2023-08-26,3979.83,PayPal,Senegal
1802795,1233176,2025-06-23,2901.72,Cash,Saint Vincent and the Grenadines
