stock_id,product_id,quantity_change,movement_type,change_date
4957,17733,393,IN,2021-05-29
4958,17733,-83,OUT,2024-05-07
4959,17733,234,IN,2022-07-28
4960,17733,-73,OUT,2025-03-04
4961,14550,8,ADJUSTMENT,2025-05-02
4962,14550,-99,OUT,2021-02-19
4963,6073,-40,OUT,2022-05-15
4964,4824,-22,ADJUSTMENT,2025-05-01
4965,4824,285,IN,2025-01-06
4966,4824,283,IN,2024-04-07
4967,15240,-19,OUT,2024-05-03
4968,18431,85,IN,2021-11-10
4969,18431,-50,OUT,2024-02-17
4970,14699,417,IN,2021-10-16
4971,14699,-83,OUT,2022-06-05
4972,12259,134,IN,2022-09-11
4973,12259,409,IN,2021-05-12
4974,16381,439,IN,2023-05-17
4975,16381,24,ADJUSTMENT,2021-02-24
4976,11288,309,IN,2022-02-07
4977,11288,-50,OUT,2024-02-27
4978,11288,32,ADJUSTMENT,2021-03-02
4979,11288,-89,OUT,2024-07-21
4980,11288,-20,OUT,2024-01-29
4981,8639,-3,OUT,2025-11-18
4982,8639,-51,OUT,2021-12-21
4983,8639,322,IN,2025-04-27
4984,8639,-14,OUT,2022-07-28
4985,6453,482,IN,2021-06-13
4986,6453,-37,OUT,2021-12-02
4987,6453,318,IN,2022-08-15
4988,6453,-53,OUT,2024-11-10
4989,6453,-49,OUT,2025-01-18
4990,1129,115,IN,2025-10-26
4991,1129,-32,OUT,2021-06-24
4992,1129,-88,OUT,2022-05-26
4993,1129,416,IN,2024-01-14
4994,1129,479,IN,2024-09-28
4995,15944,24,IN,2024-05-31
4996,15944,-26,ADJUSTMENT,2023-09-23
4997,15944,49,ADJUSTMENT,2021-10-03
4998,18092,-43,ADJUSTMENT,2024-09-14
4999,18092,-36,ADJUSTMENT,2022-10-13
5000,18092,38,ADJUSTMENT,2021-04-11
5001,18092,-46,OUT,2024-08-24
5002,18092,-48,ADJUSTMENT,2025-09-24
5003,474,-68,OUT,2023-05-04
5004,532,83,IN,2021-08-21
5005,9382,387,IN,2023-04-03
5006,9382,154,IN,2024-05-26
5007,9382,-68,OUT,2024-12-23
5008,1713,-89,OUT,2023-03-13
5009,1713,95,IN,2023-08-27
5010,1713,165,IN,2022-05-20
5011,1713,35,ADJUSTMENT,2021-06-06
5012,8128,43,IN,2022-07-23
5013,8128,-4,ADJUSTMENT,2022-11-16
5014,8128,-38,OUT,2022-07-21
5015,9655,-59,OUT,2021-11-03
5016,9655,294,IN,2021-02-14
5017,9655,-3,OUT,2024-09-22
5018,14071,192,IN,2024-01-03
5019,14071,-36,OUT,2021-11-10
5020,14071,-24,OUT,2022-03-13
5021,14071,285,IN,2024-04-25
5022,14071,-25,OUT,2024-10-11
5023,14528,453,IN,2021-12-01
5024,14528,-76,OUT,2023-06-22
5025,19515,-54,OUT,2023-03-25
5026,19515,403,IN,2021-03-04
5027,11235,-60,OUT,2024-06-24
5028,9772,-45,OUT,2021-01-20
5029,9772,-70,OUT,2025-09-08
5030,9772,480,IN,2024-06-30
5031,3729,472,IN,2023-08-24
5032,3729,-46,OUT,2023-04-11
5033,3729,-9,OUT,2024-03-11
5034,3729,-9,ADJUSTMENT,2023-08-22
5035,3729,400,IN,2024-11-25
5036,17005,-98,OUT,2024-05-26
5037,17005,488,IN,2021-01-11
5038,17005,-91,OUT,2023-02-09
5039,17005,-85,OUT,2025-05-13
5040,6473,-41,OUT,2022-07-24
5041,6473,268,IN,2022-11-02
5042,6473,269,IN,2021-03-20
5043,6473,443,IN,2022-02-19
5044,9930,202,IN,2022-11-23
5045,9930,-65,OUT,2024-02-10
5046,9930,219,IN,2023-11-03
5047,11153,428,IN,2022-12-20
5048,11153,333,IN,2023-12-28
5049,11153,-46,OUT,2021-04-14
5050,11153,-22,OUT,2025-07-20
5051,11153,-80,OUT,2021-04-19
5052,7052,-46,OUT,2024-01-13
5053,7052,283,IN,2021-04-18
5054,7052,-96,OUT,2021-10-26
5055,7052,-48,OUT,2024-01-20
5056,2527,-19,OUT,2023-11-25
5057,2527,42,ADJUSTMENT,2022-11-27
5058,2527,-68,OUT,2023-06-10
5059,2527,-43,OUT,2021-03-07
5060,15440,410,IN,2021-06-29
5061,15440,-61,OUT,2021-06-19
5062,7712,-64,OUT,2024-05-30
5063,7712,20,IN,2021-11-04
5064,19153,42,ADJUSTMENT,2023-05-29
5065,19153,-59,OUT,2024-07-25
5066,19153,-29,OUT,2022-12-02
5067,19153,-98,OUT,2024-04-01
5068,14751,-87,OUT,2021-07-06
5069,14751,246,IN,2021-11-12
5070,14751,269,IN,2022-05-31
5071,962,365,IN,2021-08-12
5072,962,-33,ADJUSTMENT,2021-10-02
5073,962,-73,OUT,2021-10-19
5074,962,-86,OUT,2022-11-15
5075,962,-5,OUT,2021-12-25
5076,3827,43,ADJUSTMENT,2024-11-13
5077,3827,-34,OUT,2021-04-16
5078,3827,-95,OUT,2021-03-07
5079,3827,440,IN,2025-05-10
5080,1134,426,IN,2025-11-09
5081,1134,326,IN,2022-02-10
5082,1134,-50,OUT,2025-01-03
5083,1134,-93,OUT,2023-05-02
5084,1134,8,ADJUSTMENT,2021-07-20
5085,4705,244,IN,2022-04-09
5086,4705,-21,OUT,2021-03-16
5087,7742,-60,OUT,2023-02-03
5088,7742,338,IN,2023-01-14
5089,7032,466,IN,2023-05-17
5090,7032,-6,OUT,2023-08-25
5091,7032,-73,OUT,2021-03-17
5092,7032,28,ADJUSTMENT,2023-12-07
5093,12612,-11,OUT,2021-11-26
5094,12317,449,IN,2022-09-22
5095,3302,415,IN,2024-02-25
5096,3302,-76,OUT,2021-12-02
5097,3302,3,ADJUSTMENT,2025-09-27
5098,3302,28,IN,2022-04-17
5099,3302,22,ADJUSTMENT,2025-09-30
5100,9491,289,IN,2022-02-11
5101,11585,486,IN,2023-07-12
5102,11585,349,IN,2021-08-31
5103,11585,344,IN,2021-08-11
5104,16880,-91,OUT,2024-05-27
5105,16880,262,IN,2025-03-13
5106,3822,59,IN,2023-05-16
5107,3822,89,IN,2023-06-09
5108,3822,-91,OUT,2022-03-18
5109,2446,-45,OUT,2023-09-14
5110,2446,-35,OUT,2021-02-13
5111,2446,-22,OUT,2025-04-09
5112,2446,263,IN,2021-09-04
5113,14537,183,IN,2021-07-18
5114,51,303,IN,2022-11-06
5115,51,-20,OUT,2022-09-28
5116,51,-37,OUT,2025-03-31
5117,51,-25,OUT,2025-06-20
5118,18272,466,IN,2022-01-25
5119,18272,42,ADJUSTMENT,2022-02-19
5120,18272,287,IN,2023-01-27
5121,18272,-56,OUT,2021-04-06
5122,14791,24,ADJUSTMENT,2021-06-24
5123,14791,-45,OUT,2022-08-31
5124,14791,-80,OUT,2022-09-11
5125,11758,-57,OUT,2023-01-27
5126,1560,61,IN,2023-05-25
5127,1560,283,IN,2023-05-09
5128,1560,486,IN,2021-04-04
5129,1560,-55,OUT,2021-02-26
5130,1560,230,IN,2024-01-27
5131,16068,10,ADJUSTMENT,2025-06-24
5132,1304,308,IN,2024-08-08
5133,1304,38,ADJUSTMENT,2023-02-22
5134,1304,-43,ADJUSTMENT,2023-01-12
5135,11464,-87,OUT,2023-03-29
5136,11464,371,IN,2022-07-15
5137,11464,-42,OUT,2022-05-17
5138,1104,346,IN,2023-12-17
5139,17202,255,IN,2023-08-10
5140,17202,121,IN,2025-03-08
5141,17202,-21,OUT,2025-01-04
5142,17202,-73,OUT,2021-05-14
5143,19927,-79,OUT,2023-05-22
5144,19927,-10,OUT,2021-10-16
5145,19927,-100,OUT,2023-09-23
5146,19973,-94,OUT,2023-12-14
5147,19973,-56,OUT,2024-04-20
5148,12718,-84,OUT,2023-12-18
5149,12718,12,ADJUSTMENT,2022-05-31
5150,12718,90,IN,2023-01-17
5151,12310,399,IN,2025-06-01
5152,12310,-35,OUT,2024-12-14
5153,12310,460,IN,2021-04-30
5154,12649,-4,ADJUSTMENT,2022-03-22
5155,12649,-16,ADJUSTMENT,2025-11-01
5156,6225,219,IN,2023-10-23
5157,6225,-96,OUT,2025-08-19
5158,6225,-27,OUT,2022-10-20
5159,9061,29,IN,2023-10-20
5160,12418,229,IN,2023-03-16
5161,12418,-59,OUT,2022-01-28
5162,12418,-66,OUT,2023-12-29
5163,12418,2,ADJUSTMENT,2025-01-07
5164,6425,-50,OUT,2023-07-14
5165,6425,478,IN,2025-01-07
5166,6425,-14,OUT,2025-01-19
5167,6425,16,IN,2024-05-27
5168,6425,-30,OUT,2025-05-01
5169,6006,41,ADJUSTMENT,2023-04-24
5170,6006,-61,OUT,2021-12-22
5171,978,-52,OUT,2025-11-12
5172,978,-29,OUT,2021-11-24
5173,1015,-74,OUT,2025-10-05
5174,1015,-1,OUT,2023-08-03
5175,19587,-56,OUT,2023-12-20
5176,19587,426,IN,2024-02-26
5177,19587,-73,OUT,2022-12-27
5178,4875,-58,OUT,2022-08-01
5179,4875,-57,OUT,2023-02-28
5180,4875,-53,OUT,2021-07-26
5181,10336,223,IN,2024-05-30
5182,10336,48,IN,2021-02-20
5183,10336,-69,OUT,2022-05-08
5184,10336,-8,OUT,2024-05-07
5185,10336,-38,OUT,2025-10-25
5186,10851,12,IN,2022-09-23
5187,10851,-69,OUT,2023-09-22
5188,10851,-83,OUT,2025-02-16
5189,1698,-30,OUT,2023-06-10
5190,8191,466,IN,2025-04-11
5191,5003,239,IN,2025-11-17
5192,5003,-6,OUT,2025-02-24
5193,2893,-56,OUT,2023-06-15
5194,2893,-28,OUT,2025-04-10
5195,18373,328,IN,2022-11-27
5196,18373,209,IN,2024-09-09
5197,18373,22,IN,2021-03-01
5198,6755,-46,OUT,2021-08-30
5199,10854,-61,OUT,2022-01-02
5200,10854,-73,OUT,2024-09-13
5201,10854,-83,OUT,2023-03-05
5202,10854,430,IN,2022-04-13
5203,15601,15,ADJUSTMENT,2022-04-04
5204,18404,-39,OUT,2025-11-14
5205,18404,-54,OUT,2023-02-06
5206,18404,252,IN,2025-01-10
5207,18404,-4,ADJUSTMENT,2023-03-14
5208,11376,-69,OUT,2025-05-09
5209,11376,198,IN,2021-05-14
5210,11376,-39,ADJUSTMENT,2022-08-06
5211,11376,95,IN,2022-09-27
5212,1043,-96,OUT,2024-09-27
5213,15964,379,IN,2021-04-25
5214,15964,50,ADJUSTMENT,2021-02-14
5215,15964,-28,OUT,2024-03-20
5216,15964,-37,OUT,2021-03-28
5217,15964,147,IN,2025-02-04
5218,16698,455,IN,2024-02-10
5219,16698,485,IN,2023-08-04
5220,16698,-73,OUT,2022-04-17
5221,15157,403,IN,2022-03-24
5222,15157,-82,OUT,2021-03-06
5223,15157,210,IN,2022-10-05
5224,14625,-66,OUT,2024-10-24
5225,14625,-76,OUT,2022-01-05
5226,14625,385,IN,2025-08-13
5227,14625,-29,OUT,2025-10-11
5228,14625,-19,OUT,2021-02-04
5229,4,23,IN,2023-09-04
5230,4,-75,OUT,2023-04-19
5231,4,-64,OUT,2021-11-15
5232,4,-8,OUT,2023-02-08
5233,7078,337,IN,2025-05-08
5234,7078,-86,OUT,2022-09-29
5235,7078,86,IN,2022-05-25
5236,16838,-30,OUT,2024-04-15
5237,16838,454,IN,2025-01-10
5238,16838,-99,OUT,2024-01-13
5239,16838,45,ADJUSTMENT,2023-10-31
5240,16838,-57,OUT,2021-02-09
5241,13947,213,IN,2023-10-27
5242,13947,330,IN,2022-05-18
5243,13947,-34,OUT,2025-08-19
5244,4821,32,ADJUSTMENT,2025-07-08
5245,4821,445,IN,2024-03-16
5246,4821,410,IN,2021-09-30
5247,4821,480,IN,2022-11-05
5248,4821,176,IN,2024-09-04
5249,4994,316,IN,2024-04-14
5250,4994,363,IN,2025-08-28
5251,4994,-7,ADJUSTMENT,2024-10-14
5252,3270,355,IN,2024-02-17
5253,3270,-52,OUT,2022-10-23
5254,10178,82,IN,2022-06-12
5255,10178,126,IN,2022-06-25
5256,10178,271,IN,2024-11-19
5257,10178,117,IN,2024-04-14
5258,13430,35,IN,2022-11-11
5259,13430,34,ADJUSTMENT,2024-07-21
5260,11952,-66,OUT,2021-11-24
5261,11952,23,ADJUSTMENT,2021-07-28
5262,4901,-3,OUT,2025-10-24
5263,4901,-13,OUT,2023-05-21
5264,4901,267,IN,2025-05-16
5265,2773,148,IN,2021-10-30
5266,2773,-48,OUT,2023-09-04
5267,2773,17,ADJUSTMENT,2024-04-04
5268,11972,-84,OUT,2025-02-05
5269,11972,-20,OUT,2025-04-02
5270,11972,-43,OUT,2022-01-01
5271,13227,-59,OUT,2021-11-27
5272,13227,206,IN,2021-07-02
5273,13227,-13,OUT,2025-08-24
5274,4721,403,IN,2024-01-22
5275,4721,33,IN,2023-11-26
5276,8956,18,IN,2022-10-02
5277,8956,278,IN,2025-04-16
5278,11570,-27,OUT,2024-07-12
5279,11570,20,ADJUSTMENT,2025-02-02
5280,11570,108,IN,2022-11-28
5281,8465,39,IN,2025-02-04
5282,2307,-46,OUT,2025-07-13
5283,2307,-73,OUT,2022-02-05
5284,7119,-91,OUT,2023-01-12
5285,7119,-66,OUT,2024-02-08
5286,7119,209,IN,2024-01-11
5287,7119,-20,ADJUSTMENT,2024-10-23
5288,10951,-78,OUT,2024-11-14
5289,15273,-46,OUT,2024-08-26
5290,15273,-39,OUT,2025-02-22
5291,10592,-61,OUT,2025-05-24
5292,10592,8,ADJUSTMENT,2023-12-30
5293,8255,479,IN,2023-04-02
5294,8255,-31,OUT,2025-07-05
5295,5339,169,IN,2021-09-26
5296,9748,418,IN,2022-10-01
5297,12403,-29,OUT,2025-02-07
5298,12403,-56,OUT,2023-12-16
5299,12403,353,IN,2024-09-14
5300,12403,-33,OUT,2024-06-04
5301,12403,460,IN,2021-01-29
5302,11121,-6,OUT,2024-07-17
5303,11121,-19,OUT,2025-02-07
5304,11121,493,IN,2025-11-20
5305,11121,296,IN,2024-06-13
5306,1604,-15,OUT,2024-11-19
5307,1604,-99,OUT,2025-10-07
5308,8425,366,IN,2023-05-28
5309,8425,104,IN,2025-09-02
5310,8425,-82,OUT,2023-01-06
5311,18679,-39,OUT,2025-03-09
5312,5095,-43,OUT,2022-04-05
5313,5095,-12,OUT,2024-06-11
5314,5095,18,ADJUSTMENT,2022-09-03
5315,5095,-4,OUT,2022-09-18
5316,15894,-93,OUT,2023-07-15
5317,15894,-46,OUT,2021-07-02
5318,15894,375,IN,2022-10-03
5319,15894,-1,ADJUSTMENT,2022-01-05
5320,19652,-20,OUT,2023-01-06
5321,19652,48,ADJUSTMENT,2021-04-05
5322,19652,55,IN,2023-04-16
5323,19652,-69,OUT,2025-11-07
5324,19652,464,IN,2023-07-10
5325,10089,-95,OUT,2023-08-28
5326,10089,-84,OUT,2022-05-19
5327,10089,-11,OUT,2023-10-28
5328,10089,416,IN,2023-12-17
5329,12542,-8,OUT,2022-04-11
5330,12542,-80,OUT,2021-04-24
5331,12542,112,IN,2024-07-04
5332,8648,-24,OUT,2022-01-03
5333,8648,-43,OUT,2022-11-15
5334,8648,-96,OUT,2023-04-12
5335,14558,-72,OUT,2024-12-12
5336,4637,-17,OUT,2022-03-15
5337,4637,-46,OUT,2024-09-01
5338,4637,34,IN,2022-04-04
5339,4637,256,IN,2024-04-02
5340,14866,270,IN,2024-10-09
5341,14866,-13,OUT,2023-03-06
5342,14866,-11,OUT,2021-09-25
5343,14866,341,IN,2023-12-08
5344,14866,-15,OUT,2024-07-08
5345,2633,167,IN,2024-03-22
5346,2633,-25,OUT,2025-01-22
5347,2633,391,IN,2024-10-20
5348,2633,178,IN,2022-10-21
5349,2633,33,ADJUSTMENT,2022-08-20
5350,4689,332,IN,2023-05-08
5351,4689,-48,OUT,2024-01-02
5352,4689,138,IN,2021-06-09
5353,7872,-22,OUT,2025-02-12
5354,4507,-71,OUT,2025-09-18
5355,4507,-77,OUT,2023-05-17
5356,4507,-91,OUT,2023-05-12
5357,4507,131,IN,2021-01-05
5358,3663,-37,OUT,2022-09-06
5359,7737,34,IN,2022-09-21
5360,7737,45,ADJUSTMENT,2023-05-04
5361,7737,-3,OUT,2023-05-24
5362,9741,-51,OUT,2023-03-22
5363,9741,145,IN,2022-06-06
5364,1152,-50,OUT,2022-10-10
5365,1152,-59,OUT,2024-06-28
5366,1152,10,IN,2021-05-10
5367,1152,472,IN,2025-06-21
5368,1152,-87,OUT,2021-07-27
5369,16211,410,IN,2023-07-31
5370,9653,-73,OUT,2025-01-30
5371,5954,298,IN,2021-06-27
5372,5954,-94,OUT,2022-11-02
5373,5954,-97,OUT,2023-03-09
5374,5954,-97,OUT,2023-08-26
5375,5954,289,IN,2024-09-01
5376,383,-43,OUT,2023-11-30
5377,383,84,IN,2025-09-02
5378,383,-68,OUT,2023-10-04
5379,13659,413,IN,2021-02-13
5380,13659,-97,OUT,2022-10-11
5381,13659,-91,OUT,2021-11-06
5382,2959,294,IN,2022-12-09
5383,2959,263,IN,2025-05-13
5384,13092,-2,OUT,2024-08-22
5385,19918,46,ADJUSTMENT,2023-08-21
5386,19918,-70,OUT,2024-09-05
5387,19918,-15,OUT,2023-01-21
5388,16515,117,IN,2022-01-25
5389,16515,485,IN,2021-07-20
5390,16515,379,IN,2024-11-23
5391,17377,356,IN,2025-09-03
5392,14794,439,IN,2024-08-05
5393,14794,-86,OUT,2024-11-02
5394,19636,-61,OUT,2025-10-18
5395,19636,478,IN,2025-07-05
5396,19636,-31,OUT,2025-02-27
5397,18491,-93,OUT,2021-02-12
5398,18491,109,IN,2025-05-13
5399,18491,202,IN,2023-03-22
5400,18491,-10,OUT,2025-07-15
5401,18491,-90,OUT,2023-09-01
5402,17901,37,ADJUSTMENT,2021-09-29
5403,17901,-71,OUT,2021-04-12
5404,17901,155,IN,2021-09-15
5405,17901,463,IN,2021-08-31
5406,2716,-6,OUT,2025-03-20
5407,2716,12,ADJUSTMENT,2021-12-17
5408,2716,-92,OUT,2024-06-25
5409,2716,-76,OUT,2022-12-25
5410,6330,156,IN,2022-11-04
5411,6330,-51,OUT,2023-12-21
5412,6330,-29,OUT,2022-08-29
5413,5075,83,IN,2023-07-05
5414,5075,-68,OUT,2024-05-11
5415,5075,460,IN,2023-12-12
5416,5075,127,IN,2022-02-14
5417,5075,-25,OUT,2023-04-05
5418,18623,48,ADJUSTMENT,2023-11-08
5419,18623,-44,ADJUSTMENT,2025-06-16
5420,16912,60,IN,2024-05-03
5421,11109,-27,OUT,2024-02-16
5422,8676,-53,OUT,2024-10-14
5423,8676,-11,OUT,2024-07-10
5424,8676,-40,OUT,2023-08-10
5425,8676,116,IN,2022-01-09
5426,11768,214,IN,2025-03-01
5427,11768,-82,OUT,2022-04-05
5428,6680,-85,OUT,2022-04-09
5429,6680,13,IN,2022-04-28
5430,6680,-100,OUT,2025-03-14
5431,6680,-93,OUT,2025-11-27
5432,6680,188,IN,2024-11-19
5433,11907,144,IN,2022-11-22
5434,11907,356,IN,2025-06-22
5435,11907,-97,OUT,2024-08-27
5436,2253,-44,ADJUSTMENT,2021-03-02
5437,2253,438,IN,2025-07-06
5438,16439,353,IN,2023-06-22
5439,16439,-62,OUT,2024-09-12
5440,16439,-56,OUT,2022-11-03
5441,16439,28,IN,2025-04-05
5442,16439,166,IN,2025-02-06
5443,15152,-23,OUT,2025-08-09
5444,15152,357,IN,2022-01-31
5445,15152,317,IN,2024-04-26
5446,15152,376,IN,2022-12-12
5447,2499,-6,OUT,2024-08-05
5448,2499,309,IN,2025-11-04
5449,14410,413,IN,2025-10-30
5450,14410,-82,OUT,2021-02-14
5451,14410,449,IN,2021-04-16
5452,14410,127,IN,2021-12-19
5453,14410,-36,OUT,2024-12-12
5454,109,64,IN,2023-03-17
5455,6688,326,IN,2025-05-06
5456,6688,303,IN,2024-08-17
5457,6688,-91,OUT,2021-05-08
5458,6688,19,ADJUSTMENT,2021-07-11
5459,15714,-5,ADJUSTMENT,2021-03-06
5460,15714,-99,OUT,2023-05-21
5461,15714,377,IN,2022-05-25
5462,10204,-66,OUT,2024-12-16
5463,9269,37,IN,2021-08-25
5464,9269,-58,OUT,2023-05-23
5465,9269,23,ADJUSTMENT,2021-12-15
5466,8507,-75,OUT,2024-06-23
5467,13917,-97,OUT,2023-07-30
5468,18997,29,ADJUSTMENT,2025-02-10
5469,18997,340,IN,2023-11-07
5470,18997,-19,OUT,2022-12-01
5471,18997,-73,OUT,2022-08-15
5472,18997,-5,OUT,2025-02-04
5473,18794,-55,OUT,2022-09-17
5474,18794,-49,OUT,2022-01-13
5475,18794,-25,OUT,2025-04-16
5476,18794,131,IN,2022-06-26
5477,18794,-73,OUT,2024-05-25
5478,7701,-5,ADJUSTMENT,2022-08-22
5479,7701,-74,OUT,2023-01-29
5480,19214,-79,OUT,2025-06-20
5481,19214,230,IN,2025-01-24
5482,14624,460,IN,2024-12-10
5483,14624,-39,OUT,2021-03-05
5484,14624,423,IN,2024-01-27
5485,14624,-85,OUT,2023-01-09
5486,2497,471,IN,2022-05-05
5487,2497,-59,OUT,2022-10-04
5488,2497,-42,OUT,2022-03-28
5489,2497,395,IN,2025-02-26
5490,1162,311,IN,2025-06-20
5491,1162,-49,OUT,2024-11-24
5492,1162,-28,OUT,2023-04-13
5493,1162,126,IN,2023-04-13
5494,12849,-44,OUT,2022-06-07
5495,12849,495,IN,2022-02-15
5496,12849,400,IN,2025-10-20
5497,12849,-97,OUT,2022-09-05
5498,12849,-79,OUT,2021-06-08
5499,19650,-99,OUT,2022-02-15
5500,19650,111,IN,2021-06-26
5501,14484,-30,OUT,2021-03-09
5502,16542,48,ADJUSTMENT,2021-05-28
5503,5771,32,IN,2021-03-14
5504,5771,333,IN,2025-05-16
5505,5771,-21,OUT,2021-10-10
5506,10897,-95,OUT,2023-05-30
5507,10897,-35,OUT,2021-06-06
5508,10897,-34,OUT,2021-11-08
5509,4993,424,IN,2025-06-11
5510,4993,-71,OUT,2025-06-03
5511,4993,-5,OUT,2023-02-17
5512,4993,400,IN,2025-04-03
5513,4993,-100,OUT,2021-04-06
5514,16886,-42,OUT,2024-01-25
5515,16886,349,IN,2024-07-15
5516,16886,38,ADJUSTMENT,2024-05-05
5517,16886,-98,OUT,2022-07-02
5518,13713,31,ADJUSTMENT,2024-04-17
5519,13713,-47,OUT,2024-05-18
5520,9534,-67,OUT,2025-04-24
5521,9534,439,IN,2022-05-08
5522,9534,162,IN,2023-08-21
5523,9534,-39,ADJUSTMENT,2022-07-11
5524,16320,432,IN,2025-09-01
5525,16320,-19,OUT,2025-08-29
5526,16320,19,ADJUSTMENT,2024-10-11
5527,16320,341,IN,2024-04-26
5528,10778,-26,OUT,2022-10-17
5529,10778,-26,ADJUSTMENT,2024-01-24
5530,10778,212,IN,2023-06-03
5531,37,293,IN,2025-06-08
5532,37,204,IN,2022-07-20
5533,37,104,IN,2025-11-18
5534,37,-4,OUT,2024-03-08
5535,7998,468,IN,2024-07-20
5536,7998,-70,OUT,2025-08-01
5537,7998,-59,OUT,2025-04-20
5538,7998,-10,OUT,2021-10-20
5539,14212,54,IN,2023-05-21
5540,14212,129,IN,2025-09-08
5541,14212,-77,OUT,2024-01-29
5542,14212,-86,OUT,2024-01-19
5543,14212,-4,OUT,2023-01-14
5544,9541,78,IN,2023-02-01
5545,9541,-61,OUT,2025-10-21
5546,3223,103,IN,2021-11-05
5547,3223,-99,OUT,2024-04-01
5548,3223,110,IN,2025-06-16
5549,15060,-11,OUT,2024-06-11
5550,15060,416,IN,2024-01-05
5551,15060,-68,OUT,2023-07-26
5552,8604,-58,OUT,2022-02-02
5553,8604,220,IN,2022-01-02
5554,8604,208,IN,2021-08-18
5555,13293,250,IN,2025-10-10
5556,1018,363,IN,2022-09-17
5557,434,-45,OUT,2025-04-13
5558,434,-8,OUT,2025-02-22
5559,434,36,ADJUSTMENT,2025-11-12
5560,15089,317,IN,2025-03-28
5561,13989,-47,OUT,2022-02-28
5562,1540,347,IN,2025-03-12
5563,1540,-86,OUT,2023-02-21
5564,1540,-85,OUT,2021-09-03
5565,1540,-17,OUT,2025-01-10
5566,6939,406,IN,2024-01-21
5567,6939,-18,OUT,2021-09-26
5568,6939,-68,OUT,2022-05-27
5569,6939,-38,OUT,2023-05-11
5570,6939,96,IN,2021-02-19
5571,17714,114,IN,2021-05-30
5572,17714,12,ADJUSTMENT,2021-05-13
5573,17714,-91,OUT,2023-08-13
5574,17714,273,IN,2022-03-18
5575,15280,-49,OUT,2023-10-11
5576,15280,468,IN,2023-02-20
5577,15280,369,IN,2023-07-20
5578,15280,386,IN,2025-10-23
5579,14393,109,IN,2025-11-23
5580,14393,-43,OUT,2022-06-04
5581,14393,-32,ADJUSTMENT,2025-04-12
5582,14393,-4,OUT,2021-05-16
5583,14892,-47,OUT,2024-06-30
5584,14892,-13,OUT,2021-01-18
5585,14892,37,ADJUSTMENT,2022-11-22
5586,14892,-96,OUT,2024-07-25
5587,14892,-67,OUT,2023-02-21
5588,15951,487,IN,2023-01-29
5589,13457,-41,OUT,2021-06-04
5590,13457,-31,OUT,2022-10-25
5591,13457,-74,OUT,2021-12-02
5592,12103,-54,OUT,2023-09-25
5593,14806,-67,OUT,2024-07-02
5594,14806,-53,OUT,2023-11-07
5595,14806,424,IN,2023-10-10
5596,14806,480,IN,2024-02-18
5597,14806,-87,OUT,2024-07-16
5598,18827,-82,OUT,2021-09-19
5599,18827,146,IN,2024-05-10
5600,18827,466,IN,2022-01-09
5601,18827,8,ADJUSTMENT,2024-01-21
5602,13485,52,IN,2025-05-02
5603,13485,-62,OUT,2021-01-15
5604,13485,25,IN,2023-12-11
5605,13485,-8,OUT,2024-04-01
5606,19490,414,IN,2022-02-12
5607,1321,224,IN,2023-05-10
5608,1321,58,IN,2021-11-11
5609,1321,337,IN,2024-01-19
5610,12070,87,IN,2021-06-28
5611,12070,-52,OUT,2022-06-26
5612,12070,-7,OUT,2025-08-20
5613,13736,498,IN,2021-01-04
5614,16302,-87,OUT,2024-10-11
5615,16302,-77,OUT,2023-06-23
5616,16302,419,IN,2021-01-09
5617,16302,-77,OUT,2023-01-25
5618,16302,-68,OUT,2024-11-03
5619,1184,-3,OUT,2021-07-23
5620,7798,199,IN,2022-05-24
5621,17717,142,IN,2023-09-11
5622,16006,-91,OUT,2022-01-24
5623,16006,-16,OUT,2025-10-18
5624,16006,-13,ADJUSTMENT,2023-09-21
5625,16006,-93,OUT,2024-06-14
5626,18040,-37,OUT,2021-10-18
5627,8124,194,IN,2021-03-15
5628,8124,71,IN,2022-02-02
5629,12606,359,IN,2021-05-08
5630,12606,405,IN,2022-03-21
5631,12606,-91,OUT,2025-07-26
5632,12606,-39,OUT,2024-03-08
5633,12606,-31,OUT,2022-03-16
5634,19313,21,IN,2021-01-27
5635,14917,-51,OUT,2021-11-16
5636,14917,308,IN,2024-09-01
5637,14917,-97,OUT,2024-01-12
5638,14917,275,IN,2023-06-10
5639,14917,-92,OUT,2024-11-05
5640,19028,325,IN,2022-10-22
5641,19028,303,IN,2025-04-11
5642,19028,-26,OUT,2025-07-22
5643,19028,-65,OUT,2024-09-05
5644,19028,-14,OUT,2023-03-12
5645,8989,445,IN,2023-12-28
5646,12380,-15,OUT,2021-11-27
5647,12380,-55,OUT,2022-11-06
5648,12380,39,ADJUSTMENT,2024-01-09
5649,12380,102,IN,2021-08-18
5650,4054,-5,ADJUSTMENT,2024-06-30
5651,5861,-14,OUT,2022-02-01
5652,8521,-45,OUT,2023-09-30
5653,8521,175,IN,2025-04-11
5654,8521,-38,OUT,2024-11-26
5655,8521,-89,OUT,2025-05-21
5656,17338,277,IN,2022-06-10
5657,17338,-25,OUT,2022-12-02
5658,17338,218,IN,2024-04-15
5659,17338,355,IN,2025-10-16
5660,17338,421,IN,2024-08-19
5661,19625,299,IN,2021-04-05
5662,19625,8,ADJUSTMENT,2022-01-05
5663,19625,-55,OUT,2024-08-15
5664,19625,-86,OUT,2025-02-26
