shipping_id,customer_address_id,shipping_status,shipping_cost
5560,4893,Delivered,44.17
5561,6239,Delivered,23.91
5562,5894,Delivered,48.0
5563,4190,Delivered,49.25
5564,133,Pending,34.08
5565,1454,Delivered,8.96
5566,4357,Delivered,40.55
5567,1688,Processing,31.87
5568,4462,In Transit,21.62
5569,2099,Delivered,6.97
5570,447,Delivered,7.18
5571,1781,Delivered,13.54
5572,5835,In Transit,15.68
5573,1529,In Transit,30.68
5574,133,Shipped,31.43
5575,5512,Delivered,5.11
5576,1942,Delivered,15.63
5577,5577,Shipped,25.14
5578,2986,Cancelled,34.47
5579,4406,Delivered,30.18
5580,1357,In Transit,28.77
5581,1057,Delivered,47.26
5582,4385,Delivered,38.87
5583,3144,Delivered,25.38
5584,3851,In Transit,38.65
5585,5363,Shipped,42.95
5586,5924,In Transit,5.36
5587,803,Processing,28.06
5588,4992,Delivered,18.23
5589,730,In Transit,23.21
5590,2080,Delivered,17.51
5591,3212,In Transit,23.59
5592,2575,Delivered,6.35
5593,2203,Delivered,30.15
5594,6031,Delivered,39.42
5595,2109,Delivered,31.97
5596,892,Delivered,15.78
5597,6047,Delivered,34.3
5598,3579,Delivered,35.74
5599,1160,Delivered,24.96
5600,2382,Delivered,17.27
5601,1663,Delivered,19.0
5602,350,Delivered,34.87
5603,4264,Delivered,47.74
5604,1534,Cancelled,32.44
5605,4538,Delivered,30.61
5606,1004,Delivered,16.22
5607,4922,Delivered,19.86
5608,6240,Shipped,18.99
5609,4462,Pending,32.68
5610,5229,Delivered,11.87
5611,1085,Delivered,40.73
5612,5988,Delivered,43.11
5613,2680,In Transit,41.23
5614,2304,Delivered,47.98
5615,5107,Cancelled,23.82
5616,1592,Cancelled,28.37
5617,5657,Cancelled,10.48
5618,4836,Shipped,13.19
5619,568,Shipped,40.17
5620,1436,Delivered,34.92
5621,3483,Delivered,48.86
5622,3441,Delivered,16.98
5623,4596,Delivered,11.18
5624,3029,In Transit,15.2
5625,2594,Delivered,26.87
5626,899,Cancelled,17.14
5627,6241,Processing,35.4
5628,3968,Delivered,28.16
5629,4911,Delivered,18.54
5630,6242,Delivered,28.44
5631,238,Processing,27.56
5632,1295,Delivered,16.95
5633,6243,Delivered,31.29
5634,5043,Delivered,46.1
5635,3231,Delivered,39.9
5636,1574,Delivered,34.33
5637,4828,Delivered,40.59
5638,4455,Delivered,41.05
5639,5419,Pending,30.27
5640,546,Delivered,44.9
5641,6034,Shipped,43.24
5642,2391,Delivered,22.8
5643,1552,In Transit,34.32
5644,3579,Delivered,16.5
5645,5285,Delivered,14.67
5646,5445,Delivered,15.09
5647,6036,Shipped,21.54
5648,5901,Delivered,48.3
5649,5706,Delivered,44.73
5650,6244,Processing,12.99
5651,2515,Cancelled,11.79
5652,3479,Delivered,27.95
5653,6245,Processing,25.52
5654,1655,Processing,21.59
5655,4495,Delivered,19.66
5656,444,Cancelled,9.17
5657,1059,Delivered,20.64
5658,6069,Delivered,5.98
5659,3898,Shipped,21.83
5660,4658,Delivered,15.07
5661,5488,Pending,29.63
5662,2117,In Transit,8.94
5663,4065,Shipped,13.44
5664,5843,Delivered,13.36
5665,365,Delivered,44.06
5666,2402,Delivered,24.05
5667,3924,Delivered,14.22
5668,365,Delivered,35.22
5669,1082,In Transit,7.14
5670,4728,Delivered,14.32
5671,4514,Pending,5.07
5672,3554,Delivered,49.18
5673,4837,Processing,32.7
5674,4112,Pending,42.06
5675,3131,Shipped,21.36
5676,782,In Transit,8.67
5677,5847,Delivered,25.66
5678,2119,Delivered,40.03
5679,199,Delivered,31.12
5680,3359,Delivered,21.28
5681,5669,Shipped,20.02
5682,3541,Shipped,5.85
5683,4985,Delivered,32.74
5684,4031,Delivered,48.09
5685,6246,Delivered,14.7
5686,1057,Shipped,27.67
5687,4820,Delivered,19.05
5688,5464,Delivered,33.24
5689,6247,Delivered,45.36
5690,1168,Pending,10.56
5691,4744,Delivered,8.46
5692,668,Delivered,11.89
5693,3391,Delivered,11.3
5694,4395,In Transit,31.45
5695,2880,In Transit,41.16
5696,2937,In Transit,25.7
5697,4247,Cancelled,25.12
5698,5565,In Transit,11.97
5699,3112,Shipped,8.72
5700,5554,Delivered,17.69
5701,587,Delivered,13.08
5702,5410,Delivered,20.81
5703,1308,In Transit,12.9
5704,931,Delivered,8.89
5705,6248,Delivered,21.01
5706,4184,Shipped,23.83
5707,3526,Delivered,25.42
5708,3869,Delivered,11.74
5709,3930,Processing,11.25
5710,6080,Delivered,15.89
5711,5190,Processing,26.29
5712,5388,Delivered,25.46
5713,2476,Delivered,5.35
5714,5478,Delivered,21.03
5715,6249,Delivered,42.89
5716,62,Delivered,24.65
5717,5107,Pending,24.18
5718,5978,Processing,25.81
5719,2648,Shipped,8.19
5720,1688,Processing,36.4
5721,2475,Delivered,22.24
5722,1762,Delivered,31.95
5723,1157,Delivered,48.73
5724,5375,Delivered,40.81
5725,3485,Delivered,15.33
5726,785,Delivered,15.41
5727,5572,Delivered,21.68
5728,1629,Delivered,38.03
5729,1074,Delivered,48.57
5730,6250,Delivered,23.84
5731,6251,Delivered,7.52
5732,3941,Shipped,18.36
5733,5526,Delivered,9.87
5734,4607,In Transit,6.44
5735,6252,In Transit,22.82
5736,711,Delivered,38.74
5737,5864,Delivered,33.26
5738,5525,Delivered,38.26
5739,5786,Pending,11.42
5740,4912,Delivered,8.1
5741,4143,Delivered,45.77
5742,166,Delivered,18.72
5743,5265,Processing,40.06
5744,4479,Shipped,32.31
5745,2536,Delivered,22.61
5746,1447,Cancelled,16.15
5747,4288,In Transit,14.14
5748,5063,Delivered,19.21
5749,4039,Delivered,21.57
5750,2021,Delivered,25.95
5751,4357,Delivered,5.13
5752,2362,Shipped,45.49
5753,5736,In Transit,39.7
5754,159,Delivered,25.29
5755,1333,Shipped,33.79
5756,498,Pending,40.38
5757,5012,In Transit,48.5
5758,5323,Delivered,7.77
5759,6253,Delivered,20.35
5760,2846,Delivered,33.01
5761,5395,Delivered,35.6
5762,1192,Delivered,43.82
5763,4320,Delivered,33.24
5764,6254,Delivered,26.18
5765,972,Delivered,42.83
5766,5443,Shipped,22.13
5767,33,Delivered,22.04
5768,1367,Delivered,6.66
5769,5752,Delivered,27.21
5770,1098,Delivered,48.55
5771,1818,Delivered,15.75
5772,6255,Processing,8.11
5773,3145,Delivered,20.62
5774,4903,Processing,42.14
5775,5006,Delivered,22.03
5776,838,Delivered,13.51
5777,5659,Delivered,8.31
5778,4631,Delivered,49.78
5779,5275,Pending,33.96
5780,1178,Delivered,32.1
5781,471,Pending,37.52
5782,1191,Delivered,20.77
5783,3887,Delivered,33.33
5784,6256,Delivered,44.16
5785,5593,Delivered,49.06
5786,1475,Delivered,14.12
5787,5103,Delivered,26.02
5788,5250,Cancelled,43.36
5789,3949,Pending,43.93
5790,5096,Shipped,16.74
5791,2277,Delivered,5.56
5792,1112,Delivered,34.16
5793,6257,Delivered,34.36
5794,3440,Delivered,25.26
5795,3301,Delivered,41.84
5796,4754,Cancelled,39.2
5797,5769,Delivered,42.36
5798,3006,Delivered,40.44
5799,1608,Delivered,7.92
5800,712,Delivered,28.06
5801,6154,Pending,38.28
5802,6205,Delivered,32.29
5803,6258,Delivered,14.91
5804,4681,Processing,31.44
5805,843,Delivered,17.53
5806,1876,Processing,41.66
5807,6259,Pending,26.03
5808,6207,Shipped,13.83
5809,4983,Delivered,36.06
5810,1668,Delivered,28.73
5811,2299,Delivered,42.98
5812,5074,Delivered,36.06
5813,302,Delivered,42.05
5814,5569,Processing,40.32
5815,2325,Delivered,35.2
5816,1129,Delivered,36.39
5817,26,Shipped,44.64
5818,6260,Delivered,30.34
5819,5091,Delivered,34.52
5820,5283,Delivered,45.89
5821,4735,Delivered,6.27
5822,47,Delivered,14.1
5823,513,Delivered,31.76
5824,2313,Delivered,40.92
5825,45,Delivered,49.57
5826,4290,Delivered,11.72
5827,6261,Delivered,41.72
5828,4150,Delivered,48.69
5829,2171,Delivered,15.81
5830,3575,Delivered,42.53
5831,6262,Delivered,34.83
5832,4447,Delivered,37.88
5833,5404,Delivered,32.44
5834,3685,Delivered,7.19
5835,2935,Delivered,24.1
5836,1926,Delivered,44.57
5837,1686,Delivered,23.72
5838,3872,Shipped,21.34
5839,2087,Shipped,10.88
5840,6263,In Transit,37.71
5841,3311,Cancelled,25.22
5842,5838,Delivered,27.46
5843,4161,Cancelled,21.82
5844,319,Delivered,46.78
5845,369,Delivered,47.53
5846,2609,Delivered,18.81
5847,5273,Delivered,21.78
5848,5858,Delivered,31.56
5849,2175,Shipped,12.98
5850,5895,Processing,6.62
5851,3586,Delivered,14.01
5852,6264,Delivered,45.14
5853,2192,Shipped,31.01
5854,6265,Shipped,41.44
5855,5839,Delivered,9.01
5856,2114,Shipped,31.34
5857,43,Delivered,21.63
5858,3389,Processing,14.58
5859,481,Delivered,39.41
5860,923,Delivered,14.75
5861,420,Shipped,22.7
5862,5017,Delivered,40.9
5863,5510,In Transit,26.48
5864,3878,Delivered,19.82
5865,4441,Shipped,24.06
5866,5956,Delivered,11.11
5867,5275,Cancelled,39.9
5868,5369,Delivered,16.41
5869,6222,Delivered,10.12
5870,4778,Delivered,23.15
5871,4687,In Transit,31.52
5872,5596,Delivered,21.58
5873,1571,Shipped,30.68
5874,4216,Delivered,10.74
5875,5769,Delivered,8.72
5876,1587,Delivered,27.98
5877,4965,Delivered,46.97
5878,2320,In Transit,30.54
5879,5044,Delivered,37.45
5880,2255,Delivered,21.81
5881,6266,Delivered,34.18
5882,814,Delivered,48.44
5883,1625,Delivered,27.27
5884,410,Processing,43.03
5885,3922,Processing,18.53
5886,350,Delivered,10.65
5887,4628,Delivered,18.58
5888,6096,Delivered,20.74
5889,4867,Processing,36.31
5890,82,Delivered,19.87
5891,5819,Shipped,43.57
5892,4277,Shipped,48.59
5893,1833,Delivered,32.85
5894,5257,Shipped,37.99
5895,2575,Delivered,31.62
5896,4458,Delivered,25.28
5897,5780,Delivered,23.8
5898,5350,Shipped,16.55
5899,6139,Delivered,9.52
5900,1112,Delivered,45.05
5901,5296,Delivered,48.94
5902,5442,Delivered,29.17
5903,5858,Delivered,22.99
5904,6096,Delivered,15.25
5905,6267,In Transit,33.94
5906,1187,Processing,41.08
5907,4913,Pending,37.26
5908,4156,Delivered,11.57
5909,1241,Delivered,38.69
5910,1624,Delivered,33.0
5911,3412,Shipped,42.87
5912,5458,Pending,46.44
5913,4658,Delivered,43.29
5914,4362,Delivered,27.72
5915,2384,Delivered,32.67
5916,5417,Delivered,47.21
5917,3502,Shipped,14.64
5918,1601,Delivered,43.14
5919,3931,Delivered,16.04
5920,4823,In Transit,47.9
5921,6206,Delivered,18.8
5922,329,Shipped,33.54
5923,1955,Delivered,19.62
5924,1712,In Transit,43.48
5925,5784,Processing,21.62
5926,4256,Cancelled,9.16
5927,3490,Delivered,23.54
5928,6268,Shipped,44.55
5929,2589,Delivered,13.43
5930,607,Delivered,20.04
5931,5805,Shipped,23.73
5932,1027,Cancelled,46.04
5933,5843,Delivered,42.37
5934,2289,Delivered,16.28
5935,1963,Shipped,36.91
5936,4820,Delivered,34.86
5937,358,Delivered,5.18
5938,1254,Delivered,8.75
5939,2041,In Transit,34.99
5940,5536,Delivered,22.32
5941,904,Delivered,46.32
5942,6269,Delivered,46.67
5943,6101,Delivered,16.66
5944,5596,Processing,37.43
5945,3876,Delivered,7.28
5946,5318,Delivered,46.69
5947,462,Processing,49.34
5948,1556,Delivered,31.01
5949,2105,Shipped,9.88
5950,5813,In Transit,11.01
5951,1091,Processing,39.31
5952,5464,Delivered,12.98
5953,4527,Delivered,12.45
5954,3261,Delivered,26.94
5955,5342,Pending,22.23
5956,4771,Delivered,32.33
5957,1200,Processing,34.9
5958,3282,Delivered,37.94
5959,6270,Shipped,17.14
5960,4017,Delivered,35.34
5961,3676,Delivered,21.18
5962,6036,Delivered,11.32
5963,153,Delivered,47.32
5964,2267,Delivered,8.03
5965,5068,Delivered,36.35
5966,5387,Delivered,29.84
5967,4851,Delivered,32.57
5968,5780,Delivered,37.72
5969,265,Delivered,30.46
5970,4094,Delivered,13.0
5971,2761,Shipped,31.67
5972,4563,Delivered,41.65
5973,2100,Shipped,33.94
5974,2217,Delivered,17.74
5975,457,In Transit,45.97
5976,5836,Shipped,10.08
5977,3562,Processing,5.31
5978,6271,Cancelled,41.7
5979,4251,Delivered,36.2
5980,5251,Shipped,30.98
5981,2458,Delivered,10.44
5982,819,Shipped,23.55
5983,6272,Delivered,45.76
5984,2458,Pending,41.94
5985,324,Delivered,25.26
5986,2408,Delivered,11.85
5987,1685,Delivered,27.77
5988,6273,Delivered,18.83
5989,1035,Cancelled,27.64
5990,1759,Delivered,22.6
5991,5990,Processing,18.38
5992,1655,Delivered,29.41
5993,2714,Delivered,47.28
5994,474,Delivered,16.13
5995,2010,Delivered,44.91
5996,341,Shipped,32.3
5997,269,Cancelled,23.74
5998,2037,Delivered,36.22
5999,3466,Cancelled,49.83
6000,1917,Shipped,13.61
6001,2756,Delivered,10.12
6002,3492,Processing,45.16
6003,3521,Delivered,7.77
6004,403,Shipped,11.18
6005,3775,Delivered,23.12
6006,432,Delivered,39.54
6007,5711,Shipped,15.61
6008,2632,Delivered,16.28
6009,6003,Shipped,5.56
6010,2322,Delivered,44.66
6011,1627,Delivered,46.45
6012,1287,Delivered,47.42
6013,5373,In Transit,8.68
6014,6274,Pending,40.12
6015,6275,In Transit,11.27
6016,1418,Delivered,42.58
6017,5362,In Transit,16.39
6018,1842,Delivered,24.08
6019,3318,Delivered,41.61
6020,6150,Delivered,6.33
6021,2606,Delivered,32.86
6022,1839,Delivered,34.33
6023,5934,Delivered,34.75
6024,795,Delivered,29.09
6025,5003,Delivered,45.95
6026,2945,Delivered,22.78
6027,5170,Delivered,7.33
6028,2277,Delivered,44.44
6029,5912,Shipped,26.91
6030,6166,Delivered,6.79
6031,4490,In Transit,13.03
6032,6276,Pending,35.97
6033,6038,Delivered,42.47
6034,72,Delivered,44.71
6035,6132,Delivered,8.29
6036,5951,Delivered,41.65
6037,4334,Delivered,37.16
6038,3010,In Transit,46.28
6039,4775,Cancelled,25.79
6040,2589,Shipped,20.51
6041,4251,Delivered,20.59
6042,587,Delivered,24.66
6043,4979,Delivered,49.5
6044,3866,Shipped,14.33
6045,5396,Delivered,49.91
6046,681,Delivered,37.58
6047,447,Delivered,37.1
6048,5919,Shipped,19.36
6049,730,Shipped,30.0
6050,6277,Delivered,29.81
6051,5762,Shipped,28.01
6052,1490,Shipped,22.16
6053,6278,Shipped,35.18
6054,5375,Delivered,42.54
6055,1091,Pending,24.19
6056,903,Delivered,44.81
6057,30,Shipped,6.79
6058,1235,Delivered,44.44
6059,4648,Delivered,46.13
6060,3980,Delivered,15.39
6061,2883,Delivered,32.09
6062,3181,Processing,8.18
6063,3123,Delivered,24.19
6064,310,Processing,13.42
6065,154,In Transit,13.6
6066,2536,Delivered,36.82
6067,4978,Delivered,20.58
6068,6279,Cancelled,49.25
6069,4740,Delivered,5.15
6070,6280,Delivered,5.28
6071,4412,Delivered,46.35
6072,643,Delivered,30.49
6073,868,Delivered,32.42
6074,5521,Delivered,22.98
6075,86,Delivered,25.52
6076,6281,Delivered,36.7
6077,723,In Transit,39.59
6078,2011,Delivered,47.05
6079,5475,Delivered,46.04
6080,1989,Delivered,32.49
6081,5487,Delivered,29.86
6082,784,Shipped,17.51
6083,5897,Delivered,45.51
6084,639,Shipped,20.15
6085,4699,Shipped,43.07
6086,5227,Delivered,6.56
6087,6188,In Transit,8.03
6088,1095,In Transit,31.18
6089,3543,Shipped,35.99
6090,4599,Delivered,38.64
6091,5373,Delivered,9.48
6092,3831,Delivered,27.4
6093,910,Cancelled,35.26
6094,4877,Delivered,41.3
6095,5945,Delivered,23.09
6096,2917,Delivered,32.24
6097,3762,Pending,20.08
6098,923,In Transit,7.92
6099,3939,Delivered,44.73
6100,2283,In Transit,11.33
6101,4026,Delivered,23.89
6102,4262,Delivered,42.95
6103,5887,Cancelled,25.98
6104,5919,Delivered,6.78
6105,5752,Delivered,44.76
6106,2918,Delivered,12.76
6107,6282,Shipped,29.52
6108,5072,Processing,8.61
6109,26,Delivered,40.66
6110,2150,Delivered,32.99
6111,1270,Delivered,38.76
6112,6223,Delivered,43.73
6113,3581,Delivered,38.38
6114,5746,Shipped,19.41
6115,4848,Processing,41.95
6116,1557,Delivered,12.26
6117,3424,Delivered,47.66
6118,6283,Delivered,39.08
6119,6092,Processing,41.75
6120,6087,Delivered,18.76
6121,1447,Cancelled,14.26
6122,4453,Pending,9.73
6123,6075,Delivered,29.08
6124,3152,Processing,48.83
6125,3516,Delivered,24.44
6126,3224,Delivered,40.17
6127,2542,Delivered,16.67
6128,5146,Delivered,6.2
6129,1561,Delivered,28.96
6130,1683,Delivered,5.84
6131,2072,Cancelled,18.4
6132,6034,Delivered,37.19
6133,6128,Shipped,46.3
6134,3372,Delivered,27.54
6135,6284,Pending,36.79
6136,1307,Pending,8.93
6137,2150,Cancelled,28.3
6138,175,Delivered,7.82
6139,854,Delivered,26.18
6140,801,Shipped,40.66
6141,1635,In Transit,39.18
6142,3906,Delivered,32.3
6143,5946,Pending,46.16
6144,6285,Cancelled,34.91
6145,3588,Delivered,17.6
6146,2570,In Transit,34.89
6147,26,Delivered,37.59
6148,3466,Pending,10.84
6149,489,Delivered,21.26
6150,3030,In Transit,41.22
6151,2907,Processing,22.78
6152,5798,Shipped,33.31
6153,2654,Delivered,10.49
6154,4281,Delivered,20.03
6155,1893,Shipped,30.71
6156,4281,Delivered,37.43
6157,5267,Delivered,49.93
6158,6286,In Transit,10.76
6159,3447,Delivered,48.2
6160,866,Delivered,43.73
6161,270,Processing,10.87
6162,6287,Delivered,22.0
6163,1660,Delivered,36.98
6164,5730,Delivered,32.0
6165,1093,Delivered,47.34
6166,1425,Delivered,37.19
6167,5980,Delivered,42.04
6168,5027,Delivered,26.43
6169,6117,Processing,21.7
6170,5783,Delivered,27.5
6171,4954,Delivered,8.44
6172,1668,Processing,32.29
6173,5188,In Transit,48.69
6174,6288,Delivered,25.54
6175,6018,In Transit,12.23
6176,6023,Pending,26.44
6177,2708,Delivered,21.26
6178,6286,Delivered,19.36
6179,1248,Delivered,23.45
6180,5164,Delivered,42.31
6181,2621,Delivered,40.57
6182,4617,Shipped,15.05
6183,5413,Delivered,30.0
6184,3985,Cancelled,27.44
6185,3538,Delivered,34.58
6186,4742,Pending,37.76
6187,1177,Delivered,33.19
6188,3057,Delivered,20.65
6189,3807,Delivered,19.35
6190,5830,Delivered,13.67
6191,6289,Delivered,39.53
6192,5922,Delivered,19.64
6193,4659,Pending,37.41
6194,1156,Delivered,45.52
6195,6290,Delivered,32.04
6196,4175,Delivered,31.26
6197,5219,Delivered,35.34
6198,6238,Delivered,6.4
6199,1877,Delivered,28.25
6200,568,Pending,45.34
6201,3504,Delivered,48.97
6202,6209,Processing,48.36
6203,6291,Delivered,20.98
6204,4632,Shipped,34.55
6205,3029,Delivered,35.91
6206,6292,Delivered,35.71
6207,6108,In Transit,20.15
6208,4823,In Transit,19.38
6209,5948,Pending,39.17
6210,2512,Delivered,39.15
6211,2409,Delivered,36.87
6212,5352,Delivered,25.52
6213,2673,Delivered,27.65
6214,4758,Delivered,48.74
6215,4680,Delivered,44.45
6216,6293,Shipped,45.39
6217,1191,Shipped,48.8
6218,5136,Delivered,46.62
6219,1723,Shipped,25.5
6220,3126,Delivered,34.97
6221,1574,Delivered,5.97
6222,3220,Delivered,18.97
6223,3862,Shipped,8.06
6224,4816,Delivered,12.82
6225,4959,Delivered,35.96
6226,6266,Delivered,27.13
6227,491,In Transit,45.16
6228,4912,Pending,47.42
6229,4735,Delivered,36.23
6230,780,Delivered,24.24
6231,1507,In Transit,28.48
6232,2058,Cancelled,17.3
6233,978,In Transit,10.67
6234,4110,Cancelled,42.07
6235,240,In Transit,7.67
6236,2381,Delivered,29.69
6237,5187,Pending,10.17
6238,5467,Delivered,10.29
6239,5368,In Transit,40.04
6240,5283,Delivered,12.07
6241,3378,In Transit,7.12
6242,5866,Delivered,18.22
6243,44,In Transit,6.31
6244,3261,Delivered,18.86
6245,721,Delivered,24.04
6246,6294,Delivered,49.63
6247,3473,In Transit,34.58
6248,6295,Delivered,41.51
6249,6296,Delivered,38.96
6250,4754,Delivered,7.57
6251,1427,Cancelled,15.24
6252,2357,Delivered,41.13
6253,4630,Delivered,31.77
6254,6079,Delivered,47.01
6255,6104,Delivered,16.75
6256,6070,Delivered,12.24
6257,1034,Delivered,17.71
6258,5516,Delivered,9.74
6259,698,Processing,13.62
6260,4795,Cancelled,24.17
6261,4489,In Transit,16.03
6262,770,Delivered,41.63
6263,4709,Delivered,36.02
6264,1953,Delivered,9.36
6265,5241,Delivered,12.47
6266,5468,Delivered,8.63
6267,4020,In Transit,7.56
6268,2037,Delivered,15.89
6269,1465,Delivered,17.19
6270,6272,Delivered,11.96
6271,897,Delivered,41.27
6272,6297,Delivered,6.28
6273,2463,Delivered,48.54
6274,2148,Shipped,14.45
6275,4339,Delivered,9.11
6276,4891,Shipped,11.97
6277,846,In Transit,41.97
6278,5693,Shipped,33.66
6279,5878,Delivered,42.62
6280,2788,Pending,33.8
6281,5790,Shipped,5.52
6282,6298,Delivered,38.17
6283,3703,Delivered,14.18
6284,2922,Shipped,21.22
6285,3155,Delivered,8.39
6286,4746,Delivered,16.92
6287,6174,Delivered,24.07
6288,1059,Delivered,34.43
6289,4258,Delivered,38.67
6290,3361,In Transit,14.01
6291,5130,Delivered,11.12
6292,2886,Delivered,10.4
6293,6299,Delivered,9.89
6294,6168,Delivered,35.06
6295,3048,Delivered,37.19
6296,4060,Delivered,38.06
6297,5817,Delivered,36.58
6298,4666,Delivered,43.3
6299,5770,Delivered,14.43
6300,4451,Delivered,49.85
6301,3637,Delivered,48.71
6302,6300,Delivered,10.73
6303,4648,Delivered,21.59
6304,1559,Delivered,17.14
6305,5512,Delivered,41.77
6306,2865,Shipped,48.54
6307,4281,Shipped,13.62
6308,6008,Delivered,29.98
6309,5653,Delivered,42.15
6310,2432,Delivered,36.21
6311,6301,Delivered,38.16
6312,5264,Shipped,44.42
6313,5596,Delivered,28.3
6314,674,Delivered,46.67
6315,985,Delivered,7.05
6316,1431,Processing,34.95
6317,6302,Delivered,35.88
6318,5570,Delivered,41.96
6319,5856,Delivered,21.23
6320,1762,Delivered,42.01
6321,1998,In Transit,21.12
6322,1238,Delivered,36.56
6323,5865,In Transit,26.71
6324,2071,Delivered,45.94
6325,5206,Delivered,16.9
6326,5811,Delivered,6.53
6327,1390,Pending,41.3
6328,6042,Delivered,5.39
6329,3706,Delivered,44.32
6330,3845,Delivered,22.56
6331,574,Delivered,10.67
6332,3774,Delivered,25.59
6333,2327,Delivered,41.1
6334,925,Delivered,31.72
6335,5854,Delivered,41.7
6336,294,Delivered,45.64
6337,2598,Delivered,34.4
6338,3641,Shipped,31.23
6339,2798,Delivered,6.0
6340,6303,Shipped,6.1
6341,3001,Delivered,21.22
6342,5083,Shipped,20.94
6343,5393,Processing,24.58
6344,5348,Delivered,24.54
6345,2178,Delivered,49.62
6346,1834,Shipped,41.64
6347,4406,In Transit,33.45
6348,6304,Delivered,6.4
6349,1615,Shipped,22.87
6350,4704,Delivered,35.08
6351,5143,Delivered,9.69
6352,6305,Delivered,14.06
6353,2959,In Transit,39.82
6354,2616,Delivered,21.73
6355,2779,Delivered,15.4
6356,6261,Delivered,36.16
6357,2799,Delivered,16.09
6358,1927,Delivered,27.88
6359,1158,Delivered,47.65
6360,3910,Delivered,25.7
6361,6026,Delivered,11.99
6362,587,Delivered,24.23
6363,6306,Delivered,27.47
6364,2410,Delivered,30.65
6365,505,Delivered,20.13
6366,1473,Delivered,32.2
6367,5817,Delivered,20.95
6368,1975,Delivered,42.92
6369,2145,Shipped,44.41
6370,3207,Delivered,37.63
6371,3171,Delivered,27.19
6372,6251,Delivered,35.65
6373,133,Delivered,41.05
6374,4739,In Transit,9.79
6375,6256,Delivered,43.25
6376,1669,Pending,17.59
6377,3278,Cancelled,14.6
6378,4124,Delivered,22.74
6379,6253,Delivered,10.82
6380,3145,Delivered,25.78
6381,2300,Pending,17.18
6382,5348,Cancelled,34.98
6383,1423,Delivered,17.52
6384,1451,Delivered,20.14
6385,3494,Delivered,8.63
6386,3423,Processing,15.41
6387,6307,Pending,10.52
6388,3378,Shipped,5.29
6389,6308,Shipped,44.13
6390,5452,Shipped,37.33
6391,6309,Delivered,26.46
6392,2207,Delivered,35.56
6393,2464,Delivered,21.04
6394,2430,Cancelled,46.94
6395,4435,Delivered,47.63
6396,1839,Delivered,46.91
6397,904,In Transit,26.67
6398,153,In Transit,14.28
6399,2432,In Transit,36.46
6400,1535,Delivered,38.84
6401,5382,Delivered,49.77
6402,3456,Shipped,37.91
6403,1939,Cancelled,24.82
6404,6248,Delivered,32.36
6405,290,Processing,31.03
6406,4280,Shipped,48.13
6407,6310,Delivered,5.54
6408,2763,Delivered,27.04
6409,1962,Shipped,8.05
6410,2475,In Transit,33.26
6411,6262,Delivered,49.85
6412,4983,Delivered,48.04
6413,618,Cancelled,40.43
6414,6311,Delivered,46.69
6415,1276,Processing,44.36
6416,4231,Delivered,45.62
6417,4383,Pending,10.01
6418,529,Delivered,13.17
6419,2155,Processing,30.17
6420,730,Pending,25.39
6421,5872,Cancelled,41.45
6422,5498,Delivered,7.33
6423,4156,Delivered,42.86
6424,4924,Delivered,43.25
6425,5561,Shipped,9.75
6426,1836,Shipped,26.44
6427,2810,Delivered,47.59
6428,6312,Delivered,38.39
6429,2063,Cancelled,7.33
6430,6313,Delivered,12.2
6431,5389,Cancelled,35.14
6432,1937,Delivered,32.29
6433,5440,Delivered,36.35
6434,3433,Delivered,23.54
6435,5529,Processing,5.01
6436,53,Pending,11.78
6437,6314,Delivered,34.48
6438,4849,Delivered,44.21
6439,6132,Delivered,10.46
6440,5135,In Transit,38.87
6441,3785,Delivered,13.1
6442,2970,Delivered,33.94
6443,2712,Pending,23.61
6444,1160,Processing,15.56
6445,3309,Delivered,19.75
6446,4506,Delivered,40.09
6447,6212,Delivered,37.47
6448,5344,Delivered,10.17
6449,4019,Pending,40.53
6450,37,Pending,12.53
6451,5334,Delivered,47.12
6452,2184,Delivered,7.55
6453,1496,Delivered,5.14
6454,3704,Delivered,47.25
6455,6315,Cancelled,5.53
6456,6098,Shipped,38.04
6457,2999,Pending,14.95
6458,6316,Delivered,24.97
6459,6317,Delivered,24.04
6460,5279,Delivered,28.21
6461,6281,Delivered,19.6
6462,3981,Cancelled,20.21
6463,598,Delivered,31.45
6464,2250,Delivered,9.36
6465,6069,Delivered,18.35
6466,5110,Delivered,24.7
6467,2750,Delivered,22.59
6468,4658,Shipped,35.47
6469,2979,Delivered,13.01
6470,5401,Delivered,20.26
6471,5863,Delivered,10.62
6472,1496,Delivered,11.05
6473,3568,In Transit,48.54
6474,4239,Delivered,29.9
6475,4750,Pending,19.58
6476,4235,In Transit,47.95
6477,3548,Shipped,23.06
6478,4823,In Transit,44.45
6479,1386,In Transit,13.7
6480,4360,Delivered,44.14
6481,3557,Shipped,45.69
6482,1004,Delivered,40.29
6483,2945,Delivered,37.17
6484,5353,Cancelled,25.21
6485,960,Delivered,24.87
6486,4149,Delivered,30.19
6487,1156,Delivered,23.88
6488,5302,Delivered,42.53
6489,2032,Delivered,45.43
6490,4250,Delivered,28.98
6491,5518,Cancelled,32.93
6492,6318,Delivered,8.87
6493,6285,Delivered,41.5
6494,2304,Cancelled,33.85
6495,3729,Processing,18.04
6496,1802,In Transit,25.14
6497,5977,Delivered,31.06
6498,4515,In Transit,45.17
6499,5832,Processing,26.27
6500,269,Delivered,12.2
6501,6319,Shipped,44.55
6502,4451,Delivered,38.32
