order_id,customer_id,shipping_id,order_date,payment_method,total_amount,order_status
2600020,1414332,6465,2023-05-07,Credit Card,334.13,Delivered
2600185,434727,6466,2025-07-31,Credit Card,1594.29,Pending
2600636,82262,6467,2025-03-31,Credit Card,4117.7,Delivered
2600979,1940302,6468,2023-03-26,Bank Transfer,4213.61,Confirmed
2601951,1842317,6469,2023-11-27,Cash,1073.92,Delivered
2601990,1585864,6470,2023-04-13,Cash,846.06,Shipped
2602298,589863,6471,2025-05-13,Bank Transfer,1095.33,Delivered
2602312,468003,6472,2021-10-13,Cash,959.91,Delivered
2602515,1838230,6473,2023-08-19,PayPal,543.47,Processing
2602794,1222692,6474,2024-11-29,Bank Transfer,3651.23,Delivered
2602888,1067305,6475,2021-10-15,Cash,347.57,Delivered
2603250,1831248,6476,2023-01-22,PayPal,2418.72,Delivered
2603613,1672613,6477,2022-07-26,Cash,4224.85,Delivered
2603774,701239,6478,2022-09-30,Bank Transfer,0.0,Shipped
2604309,1979276,6479,2024-04-20,PayPal,982.78,Delivered
2604540,1542773,6480,2024-01-16,Bank Transfer,2357.97,Delivered
2605006,1786759,6481,2021-10-21,Cash,1272.14,Delivered
2605341,1493583,6482,2022-08-30,PayPal,1116.39,Delivered
2605415,1384252,6483,2024-10-15,PayPal,4094.92,Delivered
2605974,343898,6484,2025-02-03,Cash,323.3,Pending
2606140,183760,6485,2022-12-03,PayPal,2169.65,Delivered
2607492,701104,6486,2022-04-16,Credit Card,3546.92,Delivered
2607521,1765587,6487,2023-10-03,Credit Card,3554.0,Delivered
2607574,1483449,6488,2024-12-19,Bank Transfer,876.04,Delivered
2607999,1347727,6489,2025-04-25,Cash,1176.19,Pending
2609262,1417988,6490,2024-02-04,PayPal,7364.38,Delivered
2609314,696757,6491,2021-12-29,PayPal,4941.07,Refunded
2609383,1922575,6492,2022-12-24,PayPal,2477.78,Delivered
2609744,1104966,6493,2023-09-02,Cash,3717.74,Shipped
2609924,724012,6494,2024-04-06,Bank Transfer,1212.48,Delivered
2610684,274687,6495,2021-11-15,Credit Card,2066.25,Delivered
2610824,528883,6496,2022-05-03,Credit Card,803.51,Delivered
2610986,1796273,6497,2024-06-19,Cash,0.0,Delivered
2611364,1152094,6498,2023-09-26,Bank Transfer,1143.89,Shipped
2611811,153601,6499,2023-07-25,PayPal,4818.96,Shipped
2612400,1312304,6500,2023-09-13,Credit Card,1410.21,Shipped
2613180,147556,6501,2024-03-15,Credit Card,1856.45,Delivered
2613339,200874,6502,2025-01-29,Cash,1552.52,Delivered
2613349,66602,6503,2022-04-04,Cash,365.14,Delivered
2613684,307139,6504,2024-08-23,PayPal,3854.98,Delivered
2613738,845328,6505,2024-04-10,Bank Transfer,1447.97,Delivered
2614377,1898262,6506,2022-06-26,Cash,1563.36,Delivered
2614528,412381,6507,2022-01-14,Bank Transfer,4798.48,Confirmed
2615079,1485382,6508,2022-07-14,Bank Transfer,556.16,Delivered
2615372,973595,6509,2024-06-10,Bank Transfer,1594.03,Shipped
2615975,1649297,6510,2021-11-27,PayPal,1646.93,Delivered
2616223,498558,6511,2025-07-24,Credit Card,1088.73,Pending
2616282,47557,6512,2022-12-09,Bank Transfer,2699.09,Delivered
2616582,330320,6513,2021-12-08,Bank Transfer,7681.36,Delivered
2617061,1351483,6514,2024-02-18,Cash,2766.71,Delivered
2618551,1435717,6515,2024-03-14,Credit Card,1841.41,Delivered
2618591,1092982,6516,2023-12-10,Cash,0.0,Delivered
2618694,1340219,6517,2024-09-24,PayPal,4198.39,Delivered
2618755,437556,6518,2022-11-01,Cash,1189.15,Delivered
2618800,1372325,6519,2024-10-25,Credit Card,0.0,Cancelled
2619901,736484,6520,2025-07-11,PayPal,2100.41,Processing
2620284,654182,6521,2022-06-28,Bank Transfer,3340.8,Delivered
2620667,1871377,6522,2022-09-12,Bank Transfer,9773.73,Cancelled
2620930,637504,6523,2025-02-16,Bank Transfer,2434.92,Delivered
2621027,1008108,6524,2023-02-20,Cash,2660.84,Delivered
2621131,1888252,6525,2025-03-11,Credit Card,1932.67,Delivered
2621649,246883,6526,2022-02-06,Cash,318.6,Delivered
2621665,916089,6527,2023-01-16,PayPal,1919.4,Delivered
2621726,11504,6528,2023-12-24,Cash,3052.91,Delivered
2621901,200611,6529,2022-12-24,Credit Card,1253.98,Delivered
2622073,161849,6530,2022-01-12,Cash,2956.05,Shipped
2622881,1589543,6531,2022-04-14,Credit Card,4570.21,Delivered
2622908,609508,6532,2024-03-30,Credit Card,1152.72,Pending
2623044,1638033,6533,2022-04-26,Bank Transfer,535.15,Refunded
2623242,447630,6534,2024-11-02,Credit Card,2054.31,Shipped
2623646,705043,6535,2023-12-29,Credit Card,2407.29,Cancelled
2624047,578572,6536,2022-01-03,Bank Transfer,29.26,Cancelled
2624445,1986556,6537,2024-07-30,Cash,3724.14,Confirmed
2624497,244661,6538,2022-03-02,Bank Transfer,2814.95,Refunded
2624950,74316,6539,2024-06-06,Cash,479.4,Delivered
2625058,575612,6540,2022-07-21,PayPal,2483.46,Delivered
2625141,178794,6541,2023-10-10,Cash,2784.33,Delivered
2625390,538638,6542,2024-05-01,Bank Transfer,2135.87,Delivered
2625552,532661,6543,2023-07-08,PayPal,2425.7,Delivered
2626171,1499670,6544,2023-04-22,Credit Card,3239.2,Delivered
2626682,1396394,6545,2022-05-22,Credit Card,161.84,Shipped
2626956,1160470,6546,2025-05-17,Credit Card,137.14,Delivered
2627026,53550,6547,2024-08-20,Bank Transfer,1295.09,Delivered
2627263,1551262,6548,2023-11-15,PayPal,3765.51,Processing
2627419,627063,6549,2023-08-22,PayPal,0.0,Confirmed
2627663,1011731,6550,2023-04-30,Credit Card,1361.54,Refunded
2629870,312299,6551,2024-09-27,Cash,1088.01,Refunded
2630175,241712,6552,2022-04-07,Bank Transfer,3031.5,Delivered
2630732,267416,6553,2024-06-28,Credit Card,3108.3,Delivered
2630911,185818,6554,2025-02-10,Cash,91.25,Delivered
2631439,1736788,6555,2024-11-21,Bank Transfer,1548.9,Delivered
2631780,995383,6556,2022-06-05,Cash,1547.48,Delivered
2631810,689752,6557,2023-05-19,Bank Transfer,4248.5,Delivered
2631832,1607367,6558,2022-08-09,Bank Transfer,0.0,Processing
2632230,1012124,6559,2022-07-26,PayPal,1387.52,Cancelled
2632617,63225,6560,2024-03-14,Cash,1637.31,Delivered
2632897,762632,6561,2024-08-07,Bank Transfer,1044.47,Delivered
2633606,1065180,6562,2022-09-11,PayPal,8.25,Delivered
2633776,341560,6563,2025-03-20,Credit Card,2201.4,Delivered
2633864,1319714,6564,2022-01-12,Bank Transfer,2809.43,Delivered
2634580,253856,6565,2022-01-11,Credit Card,1291.8,Delivered
2634649,1343287,6566,2024-12-03,Bank Transfer,657.03,Delivered
2635465,1973424,6567,2021-10-31,Cash,3604.32,Pending
2636735,237376,6568,2024-02-05,PayPal,0.0,Delivered
2637025,953483,6569,2021-11-12,Bank Transfer,3207.2,Confirmed
2637126,1185837,6570,2025-08-04,Cash,799.1,Delivered
2637140,1936270,6571,2022-04-18,PayPal,2697.39,Delivered
2638091,998165,6572,2025-01-16,Cash,3043.04,Delivered
2638354,1355057,6573,2025-06-02,Credit Card,749.04,Delivered
2638539,1832420,6574,2023-12-10,PayPal,411.39,Shipped
2639006,1750581,6575,2023-03-07,Credit Card,3309.02,Delivered
2639085,1584281,6576,2024-07-20,PayPal,4226.2,Delivered
2639853,1263951,6577,2025-06-25,Cash,2528.6,Pending
2640196,225715,6578,2022-04-14,PayPal,4787.06,Delivered
2640295,276556,6579,2022-09-24,Bank Transfer,3053.92,Delivered
2640720,1112937,6580,2025-04-19,Credit Card,1941.35,Delivered
2641025,557932,6581,2024-10-01,PayPal,1771.85,Delivered
2641175,1637847,6582,2025-03-18,Credit Card,2357.36,Delivered
2641549,419383,6583,2021-10-09,PayPal,2446.93,Refunded
2641583,1088823,6584,2023-06-21,Bank Transfer,2702.9,Pending
2641743,2042,6585,2023-07-17,Credit Card,1978.2,Delivered
2641824,933842,6586,2024-07-14,Bank Transfer,5195.82,Delivered
2642274,96107,6587,2022-10-17,PayPal,2882.79,Delivered
2643202,1980018,6588,2024-04-29,Cash,3172.65,Refunded
2643326,1381291,6589,2022-08-22,PayPal,0.0,Delivered
2644261,881464,6590,2024-01-19,Cash,286.98,Delivered
2644509,770142,6591,2023-03-28,Credit Card,3093.18,Refunded
2645225,340951,6592,2024-07-19,Bank Transfer,7686.18,Delivered
2646007,971153,6593,2024-05-17,Bank Transfer,2552.26,Delivered
2646153,1462342,6594,2025-05-01,Bank Transfer,2029.06,Cancelled
2647359,1455676,6595,2025-03-20,PayPal,0.0,Delivered
2647671,782532,6596,2025-01-27,PayPal,1904.04,Refunded
2648080,911309,6597,2024-07-11,PayPal,5232.77,Cancelled
2648612,1235277,6598,2022-07-06,PayPal,1271.55,Delivered
2648706,878034,6599,2023-09-14,PayPal,1553.71,Delivered
2649507,1192816,6600,2024-01-04,Cash,1582.33,Delivered
2651032,1571374,6601,2022-01-04,Bank Transfer,5311.15,Refunded
2651255,1588494,6602,2023-03-12,PayPal,114.24,Delivered
2651657,895566,6603,2024-02-16,Credit Card,923.83,Delivered
2653336,1414687,6604,2024-05-19,Bank Transfer,2539.96,Delivered
2653525,863162,6605,2025-08-08,PayPal,519.85,Delivered
2653783,96527,6606,2023-05-31,Cash,1158.4,Delivered
2654025,219810,6607,2024-05-17,Cash,1991.69,Shipped
2655390,52404,6608,2023-01-27,PayPal,1474.13,Shipped
2655405,581385,6609,2022-09-11,Cash,1003.61,Delivered
2655635,27717,6610,2022-03-11,Credit Card,0.0,Delivered
2655716,1484471,6611,2023-02-07,Bank Transfer,1614.79,Delivered
2657659,4818,6612,2021-11-25,Credit Card,2425.37,Delivered
2658126,1487027,6613,2025-04-26,Cash,4594.21,Cancelled
2658291,191895,6614,2022-12-29,Bank Transfer,373.22,Delivered
2659041,1930063,6615,2022-01-08,PayPal,3040.45,Delivered
2659645,1607285,6616,2021-10-13,Cash,2876.6,Delivered
2659809,270580,6617,2024-05-08,Credit Card,1732.96,Delivered
2661012,1525509,6618,2024-01-25,Credit Card,1311.74,Delivered
2661855,1586726,6619,2024-12-14,PayPal,1870.7,Delivered
2661978,1398856,6620,2025-07-21,Credit Card,562.98,Delivered
2662181,1523155,6621,2023-05-25,PayPal,1891.07,Shipped
2662290,1879797,6622,2025-07-11,Bank Transfer,942.38,Delivered
2662787,148334,6623,2022-08-12,Bank Transfer,5455.32,Delivered
2663012,1027252,6624,2022-05-03,Credit Card,5834.38,Delivered
2663189,194537,6625,2024-07-13,PayPal,2042.56,Delivered
2663350,1834303,6626,2022-11-23,Credit Card,1117.29,Delivered
2663413,388616,6627,2021-11-08,PayPal,3060.28,Delivered
2663617,80694,6628,2022-03-11,Cash,0.0,Delivered
2663648,1487132,6629,2024-01-07,Cash,1361.5,Delivered
2663874,455211,6630,2022-12-18,Bank Transfer,193.15,Delivered
2664263,334725,6631,2023-06-11,Cash,2784.66,Delivered
2664580,1514347,6632,2021-11-10,PayPal,5293.12,Delivered
2664686,922312,6633,2021-11-13,Credit Card,2275.07,Confirmed
2664898,632291,6634,2024-07-13,Bank Transfer,859.45,Processing
2665019,1082616,6635,2025-07-27,Bank Transfer,4938.91,Cancelled
2665536,1460381,6636,2024-06-02,Bank Transfer,1820.39,Confirmed
2666300,111586,6637,2025-06-23,Cash,0.0,Delivered
2666655,1316432,6638,2024-10-03,Bank Transfer,1698.97,Delivered
2666827,64501,6639,2023-07-18,Bank Transfer,295.14,Delivered
2667183,1794224,6640,2022-02-11,Credit Card,1855.2,Shipped
2667435,358282,6641,2021-12-28,PayPal,2100.09,Delivered
2667469,1564513,6642,2023-09-29,Cash,1067.92,Delivered
2669182,412927,6643,2022-03-03,PayPal,836.64,Delivered
2669496,9738,6644,2022-09-01,Credit Card,2003.55,Delivered
2669964,444197,6645,2022-02-03,Cash,0.0,Shipped
2669966,706116,6646,2022-05-07,Credit Card,4567.63,Pending
2670251,1192821,6647,2023-05-15,Credit Card,974.6,Delivered
2670690,995285,6648,2025-07-18,Bank Transfer,518.23,Shipped
2671281,908382,6649,2024-09-24,Bank Transfer,3224.21,Delivered
2671888,1133648,6650,2023-02-14,Credit Card,0.0,Delivered
2671978,205520,6651,2024-08-21,Cash,755.54,Pending
2673421,1654505,6652,2023-10-23,Cash,157.38,Cancelled
2673888,830308,6653,2024-08-20,Credit Card,2402.69,Confirmed
2674665,228707,6654,2022-01-14,PayPal,1088.53,Delivered
2675053,1434442,6655,2022-07-01,Cash,4180.06,Delivered
2675152,753559,6656,2021-11-15,Credit Card,397.3,Delivered
2675840,272148,6657,2024-05-22,Cash,1388.19,Confirmed
2676015,1806060,6658,2022-11-02,Cash,1382.01,Delivered
2676598,1662644,6659,2024-01-03,Bank Transfer,600.48,Delivered
2676708,927191,6660,2024-04-26,Credit Card,577.53,Delivered
2677332,1321524,6661,2022-05-07,Cash,865.86,Delivered
2677396,1316967,6662,2023-08-14,Bank Transfer,1448.64,Delivered
2677544,1607305,6663,2021-11-01,Credit Card,0.0,Delivered
2677917,390755,6664,2021-09-30,Credit Card,3368.34,Confirmed
2679145,1918143,6665,2021-09-16,Cash,2295.36,Delivered
2679408,618244,6666,2025-07-22,Credit Card,1130.38,Delivered
2679745,1479630,6667,2023-07-26,Cash,0.0,Delivered
2679854,956093,6668,2025-02-19,Credit Card,169.32,Refunded
2680857,1945642,6669,2024-08-08,Cash,267.5,Refunded
2681792,1538160,6670,2022-12-25,Bank Transfer,2924.0,Delivered
2682451,670788,6671,2024-03-20,Bank Transfer,4188.08,Delivered
2682565,924223,6672,2023-12-15,PayPal,1594.37,Delivered
2682634,1745517,6673,2022-07-03,Credit Card,1750.12,Shipped
2683731,494713,6674,2021-12-01,Bank Transfer,943.08,Delivered
2684507,1625372,6675,2023-05-10,PayPal,2058.68,Refunded
2685452,487162,6676,2024-02-27,Credit Card,0.0,Processing
2685616,201701,6677,2023-07-25,Cash,2078.02,Delivered
2685663,563349,6678,2021-09-20,Cash,2053.29,Delivered
2685951,1435199,6679,2025-05-24,Bank Transfer,3060.12,Delivered
2686179,1852682,6680,2021-09-16,PayPal,2874.95,Delivered
2686232,1435718,6681,2022-06-14,Credit Card,1567.38,Delivered
2686556,1781817,6682,2025-08-22,Credit Card,5494.5,Pending
2687108,1233133,6683,2022-09-16,Cash,2625.36,Delivered
2688578,833849,6684,2025-01-26,Bank Transfer,697.72,Pending
2689101,10865,6685,2023-04-30,Cash,10231.01,Cancelled
2689594,183760,6686,2022-02-18,PayPal,254.11,Shipped
2689815,810757,6687,2021-11-24,PayPal,1430.98,Delivered
2690548,1597122,6688,2023-11-10,Bank Transfer,0.0,Delivered
2690880,1795096,6689,2025-03-26,PayPal,586.74,Delivered
2691379,1987816,6690,2023-05-06,Bank Transfer,384.22,Confirmed
2691888,782109,6691,2024-02-13,Cash,4317.31,Processing
2691932,1849103,6692,2025-04-24,PayPal,555.6,Delivered
2691953,766011,6693,2024-05-10,Cash,1351.95,Delivered
2693711,388616,6694,2025-01-02,Credit Card,73.8,Delivered
2693891,1031952,6695,2025-05-12,Bank Transfer,0.0,Processing
2693918,1122443,6696,2025-05-05,PayPal,4101.04,Confirmed
2694055,1143435,6697,2024-06-13,PayPal,1664.36,Refunded
2694262,1817197,6698,2023-04-05,Credit Card,1848.82,Delivered
2694619,1054481,6699,2025-01-08,Bank Transfer,792.6,Delivered
2695451,279414,6700,2021-12-09,Bank Transfer,1137.65,Delivered
2695524,1400571,6701,2024-06-05,Cash,1759.45,Delivered
2695564,779817,6702,2022-01-11,Credit Card,3174.68,Delivered
2695754,923969,6703,2025-07-13,Cash,2011.7,Confirmed
2695923,777384,6704,2021-12-26,Bank Transfer,690.32,Shipped
2696035,1250377,6705,2025-02-08,Bank Transfer,7574.86,Delivered
2696131,1010712,6706,2023-12-23,Credit Card,676.95,Delivered
2696519,319893,6707,2022-10-06,Bank Transfer,1058.71,Delivered
2696696,923391,6708,2023-02-17,PayPal,5430.11,Confirmed
2696919,98923,6709,2024-03-05,PayPal,904.8,Delivered
2697038,62634,6710,2022-08-26,Credit Card,2216.35,Delivered
2697154,509630,6711,2024-07-19,Credit Card,2001.58,Shipped
2697620,1625218,6712,2024-01-25,Cash,2354.27,Delivered
2697744,1991464,6713,2024-03-15,Cash,1278.7,Delivered
2697798,1741060,6714,2025-03-06,PayPal,1843.98,Delivered
2698579,1641701,6715,2025-06-27,Cash,2753.83,Delivered
2699517,1431735,6716,2024-09-11,Credit Card,1585.32,Refunded
2699779,1814905,6717,2025-01-26,Cash,4615.05,Delivered
2699945,1625372,6718,2023-05-10,PayPal,1874.45,Delivered
2699964,532787,6719,2023-02-05,Credit Card,0.0,Delivered
2700073,837380,6720,2025-06-10,Bank Transfer,361.34,Delivered
2700400,1057643,6721,2022-03-17,Cash,2600.54,Delivered
2700411,1735732,6722,2024-02-18,Bank Transfer,323.93,Shipped
2701363,1479952,6723,2021-11-05,PayPal,0.0,Delivered
2703308,1874692,6724,2024-02-25,Bank Transfer,2828.15,Delivered
2703724,1967289,6725,2022-02-25,Bank Transfer,2224.75,Delivered
2704367,415191,6726,2022-12-26,Bank Transfer,1403.55,Delivered
2704854,1065171,6727,2022-04-15,Bank Transfer,4088.9,Cancelled
2705352,1899783,6728,2022-06-04,Credit Card,159.9,Delivered
2705456,491797,6729,2025-01-06,PayPal,3864.6,Delivered
2705834,514340,6730,2024-12-16,Bank Transfer,1543.07,Delivered
2705904,508836,6731,2024-04-27,Cash,0.0,Delivered
2706348,183760,6732,2024-03-08,Cash,1438.36,Delivered
2706397,489544,6733,2025-02-02,Bank Transfer,2906.12,Delivered
2706767,978386,6734,2021-12-22,Bank Transfer,600.43,Delivered
2706912,1799571,6735,2024-07-20,PayPal,0.0,Delivered
2707305,1143538,6736,2023-05-22,Bank Transfer,1683.46,Confirmed
2708548,95916,6737,2025-04-14,Cash,5593.11,Refunded
2709228,612842,6738,2023-01-02,PayPal,2829.65,Shipped
2710084,496321,6739,2022-04-02,Cash,2556.68,Delivered
2710843,444197,6740,2024-10-06,Cash,830.93,Delivered
2711342,1013533,6741,2023-01-12,Credit Card,2196.44,Delivered
2712102,1585855,6742,2022-01-03,Cash,3497.45,Delivered
2712469,657661,6743,2022-09-15,Cash,4963.1,Delivered
2713109,485604,6744,2022-03-15,Cash,439.8,Delivered
2713491,308283,6745,2022-02-22,PayPal,6299.85,Delivered
2713908,1278130,6746,2023-09-07,Cash,1684.65,Processing
2713982,987716,6747,2021-11-28,Credit Card,2887.62,Cancelled
2714410,75188,6748,2023-02-25,Cash,0.0,Delivered
2715250,437882,6749,2022-03-23,Credit Card,4423.75,Delivered
2715399,1978401,6750,2022-07-15,Bank Transfer,246.3,Delivered
2715930,266511,6751,2023-10-06,Credit Card,2383.79,Delivered
2717040,1927155,6752,2022-05-04,Credit Card,431.91,Confirmed
2717108,88580,6753,2023-06-25,Cash,894.57,Delivered
2717208,1742255,6754,2021-10-03,PayPal,1169.2,Cancelled
2717595,1186978,6755,2024-05-18,Bank Transfer,4575.13,Delivered
2717630,868861,6756,2023-03-14,Cash,1659.06,Confirmed
2718053,210475,6757,2022-06-28,Bank Transfer,1345.53,Delivered
2718078,714998,6758,2023-04-07,Cash,975.34,Processing
2718139,265778,6759,2025-08-08,Cash,2906.7,Confirmed
2718468,804954,6760,2025-03-20,Bank Transfer,0.0,Delivered
2719347,45638,6761,2025-04-28,Cash,1006.28,Refunded
2719937,231293,6762,2022-08-22,PayPal,1706.99,Delivered
2719979,1154921,6763,2025-03-12,PayPal,1163.05,Delivered
2720389,760726,6764,2024-07-05,Cash,2929.77,Shipped
2720631,1629699,6765,2023-10-11,Credit Card,2021.59,Shipped
2720732,1194394,6766,2022-02-21,PayPal,1597.13,Refunded
2721152,564258,6767,2023-01-05,Credit Card,542.9,Delivered
2721745,1577876,6768,2025-02-14,PayPal,5917.13,Delivered
2721874,668161,6769,2025-05-21,PayPal,0.0,Delivered
2722031,578565,6770,2025-02-09,Credit Card,1845.72,Delivered
2722560,1263574,6771,2024-05-11,Cash,64.0,Delivered
2722827,1321453,6772,2023-05-19,Credit Card,1400.63,Delivered
2722992,383751,6773,2023-07-17,Credit Card,1999.77,Delivered
2723341,1837035,6774,2023-03-20,Bank Transfer,1325.7,Shipped
2723387,1074250,6775,2023-11-05,PayPal,2498.16,Delivered
2724077,638769,6776,2022-12-17,Bank Transfer,2593.27,Delivered
2724119,378150,6777,2023-07-03,Credit Card,2977.05,Shipped
2724257,572108,6778,2022-04-03,Cash,960.2,Delivered
2724269,61294,6779,2024-09-28,Bank Transfer,1874.01,Delivered
2724406,926536,6780,2022-09-07,Bank Transfer,1910.14,Delivered
2725097,49979,6781,2023-11-05,Bank Transfer,1215.22,Delivered
2725283,259363,6782,2025-03-26,Cash,338.04,Delivered
2725414,815847,6783,2024-02-15,Credit Card,2788.61,Delivered
2726036,1782560,6784,2023-12-21,Bank Transfer,515.3,Delivered
2727329,1907252,6785,2023-06-15,PayPal,1789.61,Delivered
2727471,1987557,6786,2023-12-05,Cash,1451.05,Delivered
2728445,142140,6787,2023-04-11,Bank Transfer,2369.44,Shipped
2728581,934996,6788,2021-09-12,Credit Card,624.05,Confirmed
2728603,1215880,6789,2021-11-12,Bank Transfer,1415.1,Delivered
2728649,1247611,6790,2022-06-12,PayPal,784.38,Refunded
2729309,831800,6791,2024-11-29,Cash,1064.1,Shipped
2729396,398401,6792,2021-11-04,Cash,2918.8,Delivered
2730193,1770952,6793,2022-01-23,PayPal,329.11,Shipped
2730393,747819,6794,2023-11-05,Bank Transfer,51.19,Refunded
2730518,55237,6795,2024-05-12,PayPal,0.0,Delivered
2730807,1553978,6796,2024-07-06,Bank Transfer,1791.85,Delivered
2730849,1376101,6797,2023-01-23,Bank Transfer,2073.29,Shipped
2731753,1830498,6798,2025-08-18,Cash,1508.68,Delivered
2731865,323274,6799,2025-03-12,Credit Card,3225.34,Delivered
2731975,1002606,6800,2025-04-27,Credit Card,815.38,Delivered
2732101,95916,6801,2023-02-11,Credit Card,4075.56,Delivered
2732596,1948873,6802,2025-04-22,Credit Card,1023.73,Delivered
2733251,887186,6803,2024-01-30,Cash,10148.93,Delivered
2734173,1690144,6804,2023-05-18,Credit Card,2015.82,Pending
2734175,344159,6805,2022-05-28,PayPal,1146.75,Delivered
2734214,1285697,6806,2022-03-04,Credit Card,2568.92,Processing
2734248,1348416,6807,2022-06-09,Cash,1399.89,Cancelled
2734470,1005731,6808,2024-10-13,Bank Transfer,3682.07,Delivered
2734634,669260,6809,2025-07-04,Bank Transfer,352.2,Delivered
2734786,1985283,6810,2024-09-18,Cash,4305.55,Cancelled
2734824,755737,6811,2025-02-24,Cash,507.9,Delivered
2735344,446829,6812,2025-02-04,Cash,761.44,Processing
2735375,653659,6813,2023-08-01,PayPal,1327.5,Delivered
2736322,792760,6814,2021-12-07,Bank Transfer,317.36,Cancelled
2736438,719111,6815,2024-09-21,PayPal,1236.54,Delivered
2737202,498657,6816,2022-11-11,Cash,2866.27,Delivered
2737819,1620042,6817,2024-03-29,Credit Card,2329.65,Delivered
2738118,355444,6818,2023-01-16,PayPal,1429.95,Delivered
2738538,1845249,6819,2024-07-27,Credit Card,2591.94,Delivered
2738624,500328,6820,2024-03-20,Credit Card,3585.37,Confirmed
2738731,158832,6821,2023-12-01,Credit Card,1235.89,Refunded
2739291,605105,6822,2025-03-09,Cash,4597.92,Delivered
2739877,1007154,6823,2024-01-28,Bank Transfer,1158.96,Confirmed
2740302,617191,6824,2021-12-17,PayPal,1960.43,Delivered
2740425,1911214,6825,2021-12-30,Cash,0.0,Pending
2740978,1991425,6826,2025-06-22,Cash,1349.58,Delivered
2741412,1594079,6827,2025-08-22,Bank Transfer,28.78,Delivered
2741716,99719,6828,2022-07-05,Cash,13.25,Delivered
2742318,1423296,6829,2023-10-04,PayPal,2138.4,Delivered
2742877,1443387,6830,2022-04-25,Credit Card,2073.22,Delivered
2742896,1339624,6831,2023-01-08,PayPal,2880.94,Delivered
2743059,1280392,6832,2024-08-27,PayPal,344.43,Shipped
2743078,1845249,6833,2024-12-01,Bank Transfer,2067.6,Delivered
2743393,1356920,6834,2024-12-11,Credit Card,2204.97,Confirmed
2743610,1567421,6835,2023-01-02,Cash,2510.89,Delivered
2743638,887186,6836,2021-12-16,Credit Card,1346.24,Delivered
2745225,1041770,6837,2025-01-23,Credit Card,847.76,Delivered
2745432,605380,6838,2022-01-08,Bank Transfer,1854.63,Delivered
2745625,637112,6839,2022-06-14,Cash,0.0,Cancelled
2746228,862311,6840,2021-12-09,Bank Transfer,0.0,Cancelled
2746302,1621805,6841,2023-02-25,Bank Transfer,3207.62,Delivered
2746449,1015241,6842,2023-04-21,Bank Transfer,0.0,Delivered
2746829,1145101,6843,2025-01-29,Bank Transfer,2308.75,Delivered
2746956,1799037,6844,2024-07-19,Cash,75.4,Delivered
2747061,1035340,6845,2024-03-02,Credit Card,3325.08,Delivered
2747102,1135495,6846,2022-12-03,PayPal,582.93,Shipped
2747150,541630,6847,2023-04-04,Bank Transfer,3173.84,Cancelled
2747608,703881,6848,2022-03-22,Cash,889.68,Delivered
2747679,514917,6849,2022-08-18,PayPal,0.0,Delivered
2748299,1050064,6850,2022-10-02,Cash,1476.19,Refunded
2748553,242637,6851,2023-01-06,Bank Transfer,253.17,Pending
2749023,1014075,6852,2024-12-25,Cash,3864.57,Delivered
2749097,1027553,6853,2024-10-19,PayPal,0.0,Delivered
2749335,56524,6854,2025-04-01,Bank Transfer,4239.14,Delivered
2749930,116486,6855,2021-11-27,Cash,1164.1,Delivered
2750415,1865455,6856,2022-07-10,Credit Card,466.37,Shipped
2751324,1644216,6857,2023-12-27,PayPal,3303.8,Delivered
2752291,343898,6858,2022-08-05,PayPal,1928.64,Delivered
2752806,687775,6859,2025-08-03,Cash,3304.59,Delivered
2752950,1310127,6860,2025-08-15,Credit Card,1647.92,Shipped
2753260,920061,6861,2022-08-04,Credit Card,362.64,Pending
2753380,1190526,6862,2023-12-15,Credit Card,2490.72,Delivered
2753489,1249393,6863,2021-09-14,Bank Transfer,0.0,Delivered
2753790,312402,6864,2022-10-29,Cash,2034.86,Processing
2753826,442580,6865,2024-08-06,Cash,2604.46,Delivered
2754297,1072810,6866,2025-06-17,PayPal,2783.52,Delivered
2755530,1040308,6867,2023-08-29,Cash,1506.32,Confirmed
2755950,695403,6868,2024-12-28,Credit Card,4198.5,Delivered
2756360,1435717,6869,2025-06-02,Cash,1712.21,Delivered
2757446,727441,6870,2023-07-17,PayPal,4694.83,Processing
2757470,1352583,6871,2021-10-24,Cash,912.18,Shipped
2757771,1932704,6872,2024-11-22,PayPal,4506.32,Delivered
2757916,1442096,6873,2023-02-08,Cash,3190.52,Delivered
2758966,203706,6874,2022-12-15,PayPal,460.73,Pending
2759323,27717,6875,2024-11-13,Bank Transfer,1395.03,Delivered
2760176,104514,6876,2024-08-23,Credit Card,4915.32,Delivered
2760294,1281531,6877,2023-07-17,Bank Transfer,1081.08,Delivered
2760417,1669842,6878,2024-05-08,Cash,2772.72,Delivered
2760421,421178,6879,2023-06-29,Cash,3642.4,Confirmed
2760560,1493583,6880,2024-03-25,Bank Transfer,321.55,Shipped
2760664,1790710,6881,2025-07-24,PayPal,717.48,Confirmed
2760846,587389,6882,2024-09-10,Cash,3512.68,Delivered
2761062,13663,6883,2024-02-06,PayPal,2430.24,Cancelled
2761595,802703,6884,2025-03-17,Credit Card,4182.35,Cancelled
2761645,818512,6885,2022-05-07,Credit Card,1533.4,Delivered
2761757,915448,6886,2024-02-03,Bank Transfer,1554.8,Delivered
2761945,944949,6887,2025-01-07,PayPal,1972.15,Processing
