product_id,store_id,category_id,brand_id,name,price,stock_quantity
4432,4,6,4,Center Establish,198.92,257
4433,8,5,4,Computer Maybe,494.3,48
4434,10,2,3,Customer Provide,412.07,777
4435,7,6,4,But Become,45.32,40
4436,9,3,3,Music Personal,248.85,443
4437,5,4,1,List Kind,118.44,399
4438,10,3,4,Set Great,110.82,876
4439,4,3,3,Audience Quickly,38.88,735
4440,8,6,3,Method Everyone,181.82,52
4441,9,4,4,Cost Voice,129.61,106
4442,7,4,1,Blood Become,414.36,528
4443,7,4,3,Something Authority,154.79,92
4444,5,1,3,Church Hour,60.68,399
4445,4,6,1,Space Authority,253.37,305
4446,10,1,1,Learn Few,301.42,26
4447,1,3,3,They Financial,445.52,800
4448,10,6,4,Firm True,416.46,184
4449,10,4,2,Summer What,477.15,486
4450,7,2,4,Experience Power,212.28,34
4451,1,1,1,Loss Check,108.61,756
4452,1,3,2,Conference Parent,214.84,784
4453,5,2,4,Loss Family,143.98,132
4454,9,4,2,Least Series,277.81,943
4455,6,4,2,Head And,381.18,403
4456,3,2,1,Man Make,360.69,416
4457,3,5,2,Consider Stock,234.71,172
4458,7,6,4,Occur Ten,212.18,130
4460,6,1,4,Now Wait,352.2,709
4461,9,3,3,Statement Customer,399.38,639
4462,6,4,2,Guess Give,461.23,937
4463,5,4,3,Like Almost,460.66,632
4465,10,4,4,Center Arrive,26.39,469
4466,7,3,3,Group Require,288.59,162
4467,1,1,4,Religious Result,444.47,389
4468,7,4,1,Fly Recent,404.04,690
4469,3,6,1,Be Several,263.36,339
4470,9,3,4,Plant Media,402.23,336
4471,6,1,2,Hundred Expect,245.32,799
4472,9,1,3,Person Successful,435.48,565
4473,5,6,1,Agree Nor,253.02,729
4474,7,4,3,Account Paper,131.42,958
4475,4,6,2,Inside Lose,447.55,927
4476,7,6,2,Entire Really,92.47,141
4477,1,3,2,Alone Hot,96.57,258
4480,7,3,3,Task Job,393.64,729
4481,8,2,2,Trial Present,388.89,100
4482,5,2,2,Recently Respond,423.94,216
4483,2,4,3,Else Rule,231.31,65
4484,5,3,1,Not Trip,336.05,880
4485,6,4,4,Nice Finish,455.28,696
4486,2,2,2,Movement Early,157.72,400
4487,6,3,1,Form Floor,318.86,174
4488,6,4,3,World Sure,296.29,733
4489,1,1,2,Scientist Whole,122.28,126
4490,1,6,2,Eye Order,5.43,153
4491,10,5,3,What Behind,252.18,174
4492,3,1,3,Food More,480.17,849
4493,10,3,2,Study Number,12.87,978
4494,10,3,3,Expert Road,299.81,596
4496,3,3,1,Science Cold,399.55,710
4497,4,5,2,Yourself Pattern,240.28,146
4498,2,2,2,Improve Find,419.12,623
4499,9,6,3,Door Own,198.7,863
4500,10,2,1,Develop Few,178.88,160
4501,7,1,1,Hospital Employee,319.59,980
4502,7,5,4,Quickly According,397.13,680
4504,6,1,2,Middle Seat,254.35,312
4505,3,2,2,Teach Arrive,177.92,567
4506,6,1,3,News Film,105.41,131
4507,8,1,2,Cultural Public,143.15,375
4509,8,4,2,Church Close,300.14,331
4510,9,5,2,Human Effect,77.91,657
4511,1,5,4,Consider Physical,491.85,434
4512,1,2,3,Partner Truth,486.57,190
4513,3,1,3,Pull Hope,233.57,300
4514,3,5,3,Money Thank,152.57,794
4515,10,2,3,Impact Trial,71.34,796
4516,8,1,4,However Fact,473.58,458
4517,10,1,2,Drop New,252.93,333
4518,1,5,4,Safe Occur,215.09,286
4521,2,5,4,Compare True,205.33,181
4522,2,6,3,Travel Respond,494.34,864
4523,3,4,1,Trip Us,158.63,218
4524,6,4,2,Expert Visit,29.69,210
4526,1,3,2,Play Already,251.24,219
4527,2,5,2,Church Against,338.17,699
4528,1,2,4,Dream Own,420.23,361
4529,5,3,1,Project Enjoy,77.4,921
4530,7,3,2,Resource Simple,125.19,638
4531,8,1,1,Goal Need,396.11,627
4532,10,6,1,Reduce Four,262.73,306
4533,1,2,4,Consider Apply,391.78,362
4534,7,1,1,Statement Consumer,230.56,30
4535,5,2,2,Grow All,23.71,280
4536,10,2,4,I Language,422.76,691
4537,1,1,3,Woman Significant,122.17,491
4538,3,4,2,Health Fund,290.8,233
4539,7,3,2,Half Apply,137.25,707
4541,10,3,3,Be Draw,163.94,479
4542,1,6,2,Eat State,381.62,12
4543,7,5,1,Artist Turn,207.74,821
4545,5,2,2,Stuff Back,414.77,685
4546,1,5,3,Vote Value,205.89,525
4548,1,5,3,Put That,129.98,836
4549,1,3,3,Throw Occur,409.19,45
4550,9,5,4,Finally Southern,11.73,368
4551,3,6,4,Add Buy,28.04,211
4552,5,4,2,Voice Learn,143.52,271
4553,10,2,4,Rock Energy,461.41,970
4554,9,2,3,Teacher As,17.19,983
4555,6,3,2,Himself Need,154.22,834
4556,9,4,1,Song Explain,308.44,379
4557,8,1,3,Dog Dinner,125.15,537
4559,8,3,1,Participant Reality,259.15,404
4560,1,3,3,Toward Commercial,159.97,437
4562,9,1,3,Heart Baby,460.79,844
4564,6,2,1,Chair Television,333.71,344
4565,9,1,3,Other Family,276.38,539
4566,3,1,4,Start Let,437.62,236
4567,3,6,3,Stand About,387.24,597
4568,6,3,4,Benefit Spring,464.29,361
4569,9,2,1,Itself Reason,387.49,612
4570,7,3,2,They Particularly,132.82,424
4572,3,6,4,Friend Price,280.72,381
4573,3,1,2,Interesting How,369.64,676
4574,2,4,3,Anyone Upon,405.65,923
4575,9,1,3,Story Fast,184.89,908
4577,3,6,2,Yet As,372.49,652
4578,5,2,2,Us Add,310.03,104
4579,9,2,4,Along City,123.25,796
4580,8,2,2,Sometimes Size,470.27,49
4581,2,6,4,Meet Direction,326.72,87
4582,3,1,4,Company Medical,443.03,18
4583,2,3,2,Series Grow,337.8,77
4584,8,2,3,Cause Which,132.23,50
4585,6,2,4,Policy Perhaps,113.98,519
4586,6,4,4,South Say,302.11,521
4587,9,4,1,Evening Environmental,297.61,863
4588,8,2,1,Everybody Imagine,78.72,185
4589,4,2,4,Environmental Field,289.45,950
4590,4,3,3,Present Important,79.9,671
4591,9,4,4,Color Receive,383.28,338
4593,1,4,1,You Cut,373.95,171
4594,2,5,4,Particular Region,421.86,134
4595,2,6,3,Firm Despite,180.16,124
4596,6,2,3,Himself Through,292.09,334
4597,4,2,2,May Tough,205.63,23
4598,10,5,4,World Listen,257.04,112
4599,3,2,4,Newspaper Kitchen,225.01,184
4600,3,2,3,Tell Small,319.72,174
4601,3,6,2,Size Phone,298.45,284
4602,6,3,3,Food Want,159.74,797
4603,8,3,1,Bad Cultural,69.64,488
4605,7,3,4,These Happen,473.33,255
4606,4,3,1,Point Public,16.63,178
4607,4,6,3,Company Memory,274.01,182
4608,10,2,4,People Push,369.47,960
4609,2,3,2,Seat Left,366.02,423
4610,1,3,1,Control Own,474.94,604
4612,9,3,1,Decision Record,290.74,999
4613,2,3,2,Second Skin,286.72,319
4614,8,5,3,Probably Feeling,193.6,758
4615,9,5,1,Cold Member,474.57,356
4616,4,6,4,With Government,232.13,623
4617,8,2,2,Get Sell,491.18,704
4618,9,3,2,Bank Bank,14.73,32
4619,10,4,4,Red Subject,434.11,753
4620,10,4,1,Guy Policy,122.21,906
4621,5,3,2,View Industry,185.72,451
4622,7,5,1,North Assume,367.06,917
4623,10,6,4,Eat Meeting,12.31,147
4624,4,1,4,Ok Huge,88.6,535
4625,1,4,4,Time None,382.71,72
4626,3,5,1,Left Tax,312.06,72
4627,5,5,4,Research Decade,150.06,550
4628,3,6,2,Sea Road,147.8,438
4629,7,4,3,Race Cut,191.33,751
4630,9,1,2,Bring Alone,398.14,655
4631,6,3,2,Final Serious,141.17,76
4632,10,6,3,Look People,425.4,440
4633,1,3,1,Between Letter,193.86,168
4634,7,1,4,Cup Assume,220.79,491
4635,3,5,3,Choice Beautiful,489.57,639
4636,5,3,3,Agree Yeah,37.75,254
4637,10,5,2,Magazine Recognize,284.85,201
4638,4,5,3,Time Same,390.56,4
4639,10,3,1,Response Herself,480.11,192
4640,5,2,4,Feel Father,152.16,29
4641,5,4,4,Girl Account,261.26,299
4642,6,5,4,Where Knowledge,390.08,223
4643,10,1,1,Direction So,126.65,520
4644,10,2,4,Well Six,138.99,977
4645,6,5,4,Economic Open,435.17,217
4646,8,3,4,Brother Low,296.0,879
4648,8,4,1,Soon Allow,297.08,453
4649,9,3,4,Fill Magazine,263.31,989
4650,8,3,4,Especially Water,232.28,381
4651,2,5,2,Employee Participant,87.13,107
4652,10,5,3,Art Parent,91.27,441
4653,1,6,4,Wife Feeling,195.04,472
4654,10,5,3,Boy Story,243.95,76
4655,2,2,1,Media Such,122.75,416
4656,2,4,4,Apply Teacher,225.37,513
4657,3,2,4,Close Into,145.08,507
4658,10,6,4,Hundred Member,388.1,336
4659,7,5,3,Traditional Between,217.88,92
4660,2,1,3,Suggest However,93.9,45
4661,1,1,4,Benefit Generation,70.32,628
4662,6,2,3,Purpose Sport,426.72,81
4663,9,5,1,Stand Study,85.62,558
4664,3,2,3,Contain Its,277.03,537
4666,6,6,2,Month Return,239.21,439
4667,3,2,3,Chair Bag,332.78,47
4670,1,2,4,Wall Born,263.28,377
4671,5,2,4,Also Kid,41.28,575
4673,10,4,2,Nation Fly,179.04,760
4675,4,1,4,Us Push,130.06,649
4676,7,1,4,Father Assume,312.72,321
4677,6,1,4,If Tv,204.53,417
4678,10,4,4,Unit Event,240.44,382
4679,7,4,2,Property Current,236.35,513
4680,5,2,1,Pass Bad,125.01,758
4681,4,1,3,You Short,461.69,148
4682,7,5,3,That Room,137.73,378
4683,7,3,3,Toward Series,340.17,70
4685,6,6,1,Sell Series,90.97,936
4686,8,6,2,National Current,52.46,272
4687,4,3,2,Day First,154.01,10
4688,10,4,4,Thought Picture,499.22,292
4689,5,6,4,Support Hotel,440.02,737
4690,4,3,4,Year Artist,164.35,89
4691,1,5,4,Join Outside,385.52,844
4692,8,6,4,Often Exist,443.15,244
4693,1,1,3,Over Later,238.48,163
4694,5,5,3,Turn Kitchen,29.01,388
4695,6,6,4,Organization Million,210.5,542
4696,6,5,1,Dark Significant,498.32,165
4697,5,1,3,Yard Mrs,152.02,941
4699,3,5,3,Mean Through,237.48,334
4700,5,1,1,Beyond Chance,415.55,711
4701,8,5,4,Admit Project,325.87,894
4702,2,5,3,Assume Live,396.13,903
4703,6,6,4,Street Challenge,357.14,432
4704,9,5,3,Major That,432.78,447
4705,8,2,4,Body Member,444.44,508
4706,8,3,3,Cold Economy,7.17,567
4707,8,6,3,Once Safe,31.66,74
4708,7,4,2,Behind Develop,130.67,104
4709,8,6,4,Forward Not,27.78,197
4710,6,2,4,State Feel,259.6,348
4713,2,6,2,Within Draw,372.66,859
4714,2,1,2,These She,477.82,511
4715,8,4,3,Watch Note,67.87,415
4716,1,6,3,Health Treatment,19.23,960
4717,6,3,3,At National,307.34,543
4718,6,3,1,Start Force,355.13,297
4719,4,6,4,Serve Lay,432.52,161
4720,10,2,3,Son Concern,203.04,466
4721,3,1,1,Provide Leave,110.38,246
4722,3,1,2,Student Interesting,278.98,15
4723,1,1,3,Glass Accept,296.01,266
4725,3,3,4,Watch In,205.16,252
4726,4,4,3,Avoid Hotel,103.96,865
4727,5,5,4,Somebody Set,31.28,3
4728,3,4,2,Building Type,112.25,24
4729,6,4,1,Realize What,50.73,618
4730,5,4,2,Name Example,192.01,110
4731,3,6,1,Above Fire,128.57,620
4732,6,2,2,Purpose Operation,413.48,692
4733,6,6,1,Sign Current,295.53,433
4734,8,4,2,Drug Move,297.92,352
4735,2,4,2,Turn Career,82.06,517
4736,1,4,4,News Congress,379.52,414
4737,4,2,4,Newspaper Enter,147.37,944
4738,7,6,2,Herself Claim,283.54,977
4739,10,2,4,Show Quickly,88.53,997
4740,3,3,2,Down Example,8.04,101
4741,3,6,3,One Care,376.36,481
4742,5,4,4,Resource Over,84.93,8
4743,5,6,2,Kitchen Sit,69.19,16
4744,10,1,1,Run Yourself,401.78,313
4745,3,4,2,Society Question,25.96,211
4746,9,2,4,Enter Information,250.93,792
4747,4,2,4,Campaign Write,84.26,338
4748,3,6,3,Can Training,456.18,56
4750,2,3,3,Commercial Common,5.02,52
4751,10,2,1,The Fall,178.54,508
4752,9,5,2,Special Popular,30.23,880
4753,4,4,3,Write Lay,163.36,208
4754,3,5,2,Opportunity Worry,248.94,331
4755,7,5,2,Director Near,53.59,438
4756,8,3,2,Card Place,288.13,712
4757,2,6,4,Hour Director,271.33,123
4758,7,6,3,Term Focus,403.24,808
4759,5,1,3,Style Amount,237.7,426
4761,5,3,1,Half Mission,460.61,694
4762,3,3,3,Beyond Letter,254.89,395
4763,5,6,4,Traditional Else,418.83,482
4764,2,1,1,Evening Make,228.92,492
4765,4,4,1,Institution Resource,297.79,882
4766,6,1,4,Hold Research,499.36,383
4767,1,1,4,West Out,105.09,702
4768,10,6,2,Future Increase,435.72,459
4769,4,4,2,Family Hair,340.14,607
4770,6,4,1,Become Professor,242.81,634
4771,9,1,4,Two Economy,351.14,327
4772,2,4,2,Leave Recently,212.79,70
4773,7,4,3,List System,206.02,571
4774,6,5,2,Apply Sense,315.28,442
4775,2,3,4,Southern Color,263.81,26
4776,8,3,2,Deep Face,341.51,721
4777,7,6,1,Number Recent,122.15,83
4778,5,1,4,Stop Actually,147.18,904
4779,5,3,2,Story Response,105.11,202
4780,7,1,4,Identify Compare,16.28,32
4781,9,6,1,Instead Modern,181.28,81
4782,9,5,2,Degree Personal,479.66,535
4783,9,4,3,Single Third,419.97,721
4784,6,2,2,Market Thousand,488.3,791
4785,10,3,3,Often Best,221.34,303
4786,6,2,3,Left At,199.59,727
4787,3,3,4,Call Challenge,391.56,473
4789,1,1,3,Anything Situation,25.43,701
4790,7,4,2,Pretty Huge,186.52,990
4791,4,3,2,Win Lawyer,41.89,269
4792,1,4,3,Treatment Situation,475.29,76
4793,8,3,1,Record Around,351.15,352
4794,6,2,3,Middle Above,305.18,226
4795,6,3,4,Physical Individual,450.71,448
4796,2,3,1,Story Sometimes,332.61,473
4798,1,2,1,Me Central,244.13,826
4799,2,1,4,Example Line,193.96,930
4800,4,4,4,Material Fast,355.34,615
4801,2,1,3,Pressure Bill,456.65,635
4802,1,5,2,Firm Morning,327.95,113
4803,7,4,1,Chair Nearly,393.82,268
4804,8,4,4,No Consider,63.23,660
4805,6,2,3,Push Score,451.44,149
4806,4,6,2,Appear Above,219.24,156
4807,6,2,4,Second Father,22.87,956
4808,3,1,4,Check Lay,494.39,820
4809,8,2,4,High Baby,337.42,457
4810,10,1,3,Site Land,378.62,404
4811,2,5,3,Firm Walk,479.32,637
4812,5,2,2,Program Officer,87.61,31
4813,1,6,2,Talk Guy,438.96,16
4814,6,1,2,Deep Nature,29.05,752
4815,2,6,2,Card Imagine,359.56,862
4816,4,5,1,Test Defense,293.24,526
4818,6,6,2,Present Why,188.57,349
4819,10,6,4,Forget Gas,219.23,90
4820,8,6,3,Edge Fine,308.59,922
4821,8,5,3,Woman Another,39.65,533
4822,6,1,1,Those Specific,87.19,408
4823,4,2,1,Research Professional,73.28,883
4824,8,6,3,Language Pull,281.85,759
4825,8,1,1,In Course,14.63,237
4826,10,5,3,Seat Though,458.62,757
4827,1,6,3,So Strategy,129.99,892
4828,4,3,4,Garden Trial,170.24,954
4829,4,6,3,High Nothing,252.85,800
4830,7,1,4,Run Move,375.75,730
4831,7,3,1,Upon Law,421.19,258
4833,8,3,2,Power Eat,31.53,652
4834,5,2,2,People Community,385.64,772
4835,7,6,3,Writer Tend,294.03,487
4836,8,6,4,Let Cup,169.94,554
4837,9,6,3,Face Share,360.85,831
4838,3,6,1,Far Open,270.37,637
4839,3,6,2,Successful Many,289.42,762
4840,4,5,4,Little Myself,133.02,555
4841,5,6,2,Test Power,168.91,279
4842,10,1,1,Hospital Several,369.5,692
4843,1,5,3,Later End,368.38,838
4845,7,6,1,Two Talk,157.78,328
4846,9,1,2,Claim Could,25.95,659
4848,8,4,4,Culture Certain,367.13,130
4849,5,3,4,Door Staff,388.49,305
4851,4,3,3,West Police,464.56,503
4853,7,4,2,Deal Machine,25.97,164
4854,5,1,4,Charge Wife,77.09,958
4855,7,2,3,Add Carry,427.08,595
4856,1,4,4,Event Region,403.95,974
4857,1,1,4,Camera Space,141.96,492
4858,10,4,3,Discuss Hand,258.05,432
4859,3,3,4,Look Poor,403.2,298
4860,2,2,2,Yes Road,306.05,674
4861,2,3,2,Some Think,38.95,59
4862,7,2,4,Per Sell,384.95,296
4863,10,2,4,Lose Poor,305.97,708
4864,2,4,3,Decision Best,97.04,988
4865,4,4,4,Why Than,69.41,659
4867,2,3,4,Well Community,333.28,151
4868,6,4,4,Unit Could,301.29,157
4869,8,5,2,Factor Cold,384.49,538
4870,10,4,1,Three Foot,423.85,628
4871,4,1,1,Consider Support,234.98,273
4872,5,5,3,Tax Game,294.08,958
4873,4,6,4,Best Fund,110.58,728
4874,3,6,1,Hope Woman,493.35,986
4875,5,3,2,Debate White,127.99,716
4876,9,4,3,Which Much,440.61,546
4877,8,2,1,Than Door,173.39,412
4878,8,3,2,Store Argue,174.56,666
4879,8,2,1,How Little,352.76,764
4880,8,4,3,Defense Sometimes,474.55,567
4881,7,4,3,Hospital Create,436.56,380
4882,8,4,3,Again Practice,291.05,507
4883,8,6,4,During Compare,90.5,385
4884,8,5,1,Leave Catch,409.13,906
4885,10,4,4,Area Together,219.09,572
4886,7,5,4,Mother Song,225.01,173
4887,1,2,4,Off Size,405.15,384
4888,4,2,2,Coach Their,309.78,952
4889,4,6,4,Center Themselves,284.39,911
4890,5,5,4,Speech Bring,387.53,826
4891,10,6,2,Put Positive,237.58,625
4892,6,4,3,Laugh Last,442.67,878
4893,4,3,3,Remember Set,204.85,89
4894,2,1,3,Relate Station,335.8,711
4895,6,6,2,Yes Agency,42.19,195
4896,8,1,3,Wife Those,129.99,852
4897,8,3,3,Former Garden,161.01,549
4898,7,4,3,Avoid Guy,198.99,990
4899,6,2,2,Talk Mean,453.33,373
4901,2,2,2,Material Player,241.3,866
4902,7,5,4,Allow Threat,445.93,937
4903,5,4,1,Practice Pm,28.34,841
4904,6,3,4,Fly Anything,336.63,432
4906,10,3,2,Doctor Issue,269.87,454
4907,8,5,4,Economic Sell,288.43,564
4908,8,5,4,Will Middle,377.86,871
4909,3,4,2,Know Focus,40.13,90
4910,7,1,2,Trade Network,332.82,758
4911,1,4,4,Pretty Expert,455.57,228
4912,1,5,4,Even Ground,225.29,226
4913,7,3,3,Lay Moment,271.84,95
4914,10,6,3,Power Discuss,62.78,630
4915,9,6,2,Politics Lot,25.62,431
4916,7,4,3,Part Need,129.21,576
4917,10,2,1,Class Better,160.48,5
4918,5,3,3,Everything Source,410.66,1
4919,8,6,2,Sell About,116.02,757
4920,2,5,4,Pay Teach,69.47,224
4921,9,3,2,Point Song,354.08,931
4922,6,5,1,More Education,433.3,992
4923,9,2,3,Herself Help,344.71,491
4924,2,1,1,Report Again,241.36,173
4925,3,4,1,Unit Of,122.21,691
4926,8,3,3,Room Eat,219.75,936
4927,1,3,1,Billion Stop,381.86,395
4928,10,1,1,Natural Of,85.32,795
4929,7,1,3,For Apply,467.83,771
4930,7,6,4,Sport Since,219.55,487
4931,1,1,1,Success Before,439.11,71
4932,9,3,4,Ready Worker,305.14,341
4933,8,6,4,Drive Contain,130.18,158
4934,4,3,2,Tough Others,484.25,867
4935,10,3,3,Require Choice,123.38,439
4936,5,3,2,Word Certain,459.3,191
4937,2,3,2,Culture We,440.29,316
4939,9,3,4,Seek Toward,304.71,816
4940,6,6,1,He Five,147.34,368
4942,3,2,4,In Whatever,184.91,31
4943,7,5,2,Analysis Issue,129.04,19
4944,9,1,1,Book Might,317.05,896
4945,3,5,4,Condition According,102.31,986
4946,2,3,2,Because Hospital,41.27,940
4947,7,3,2,Hear Put,455.01,720
4949,7,5,3,Sound Listen,45.41,413
4951,4,6,1,Between Catch,334.0,873
4952,9,5,3,Worker Staff,443.06,503
4953,8,1,1,Idea Only,146.81,164
4954,1,6,2,Drive Part,188.69,567
4955,1,2,1,Coach Base,384.55,315
4956,5,5,2,Democrat Question,244.14,725
4957,6,6,1,Six Beat,67.79,190
4958,3,2,3,Test Without,356.15,695
4959,9,4,2,Five Ago,211.72,88
4960,10,3,2,Western Whether,305.8,907
4961,6,5,4,Positive Respond,70.08,940
4962,4,3,1,Big Image,135.48,778
4963,7,3,2,Chair Every,253.92,902
4964,8,6,1,Ahead Painting,360.59,470
4965,9,2,4,Somebody Which,324.37,329
4966,6,6,1,Understand Visit,37.74,312
4967,6,3,3,Professional Set,418.78,531
4968,8,5,2,Easy Decade,275.12,803
4969,5,4,2,Important Top,244.29,931
4970,3,1,3,Base Sort,380.01,573
4972,3,6,1,President Next,303.11,631
4973,6,6,4,Young Decision,454.11,193
4974,2,1,4,Air Help,16.63,163
4976,6,4,3,Ever Difference,115.61,21
4977,6,4,3,Citizen Contain,428.48,708
4978,8,6,2,Mrs Throw,472.09,692
4979,7,1,4,Measure Well,247.83,65
4980,8,5,4,Safe Situation,108.69,602
4981,9,4,3,All Whole,480.92,983
4982,6,3,3,Point Similar,340.27,53
4983,3,2,4,Across Ago,69.37,335
4984,10,1,3,Half Government,474.69,242
4985,3,5,2,Give Woman,119.86,200
4986,1,6,4,Song Describe,262.65,247
4987,5,3,2,International Media,100.76,68
4988,4,3,3,Senior Weight,236.42,55
4989,9,3,2,Management Responsibility,68.84,179
4990,9,4,1,Become Site,356.42,237
4991,5,5,3,Of Force,390.82,923
4992,10,5,1,Whether Discussion,79.45,251
4993,4,1,4,Create Throughout,324.98,397
4994,7,3,3,Outside Mind,472.58,417
4995,6,6,4,Art Himself,205.24,999
4997,4,5,4,Executive Would,174.92,805
4999,10,2,4,Local List,498.31,605
5000,2,1,1,South From,199.27,245
5001,1,4,4,Adult Teach,471.42,990
5002,4,4,1,Subject Factor,381.62,965
5003,4,5,2,Tree Plant,176.04,702
5004,1,6,4,Tax Low,184.18,533
5005,6,2,4,Congress Number,485.56,735
5006,4,3,1,Economic Perform,418.01,817
5007,1,1,1,Middle Human,279.4,489
5008,1,3,2,Treatment Forget,269.67,248
5009,1,6,2,Relationship Foreign,58.6,809
5010,8,5,2,Trip Always,311.9,906
5011,10,5,3,Me Beyond,172.68,832
5012,8,6,3,Give My,131.26,859
5014,2,3,4,Simply Trip,253.83,187
5015,7,6,3,Top Want,61.7,115
5016,8,5,4,Company Production,400.58,263
5017,8,6,4,Interesting Option,473.77,450
5018,10,2,4,Prevent Development,263.88,395
5019,7,1,3,Team Only,130.99,886
5020,5,5,2,Former Social,32.82,705
5021,1,2,4,Explain Us,328.52,641
5022,9,1,1,Want Country,105.82,374
5023,7,2,3,Task Watch,255.17,918
5024,2,5,1,Various Rise,146.8,316
5025,6,4,3,Environmental Movie,434.03,78
5026,2,2,1,Indicate Bring,211.55,901
5027,1,3,1,Room Keep,318.56,972
5028,7,3,1,Run Her,235.12,922
5030,2,5,4,Drop Form,34.17,79
5032,2,2,3,Former Interesting,343.27,286
5033,5,5,1,Owner Safe,150.67,544
5034,5,5,4,Police Field,339.32,674
5035,7,5,2,Physical Building,328.25,617
5036,1,3,1,Gas Cut,477.39,790
5037,8,2,4,Series Identify,487.97,404
5038,3,5,4,Plan Drug,69.58,792
5040,4,1,3,Case Feeling,298.67,303
5041,9,3,3,Could Finally,491.45,291
5042,4,6,1,Manage Cut,153.43,963
5043,10,3,1,Then Surface,49.24,910
5044,5,5,2,Different Manager,49.39,784
5045,7,6,2,Reveal Level,26.72,386
5046,4,5,3,Matter Floor,74.99,107
5047,1,6,1,Hundred Out,389.87,389
5048,9,2,2,Either Education,247.33,800
5049,4,6,2,Ground Site,412.43,992
5050,9,2,1,Mouth Special,160.34,375
5051,6,5,1,Nothing General,82.03,495
5052,1,5,4,Question Wife,303.42,371
5053,3,2,1,Exist Blue,215.16,930
5054,2,4,4,Sort Investment,171.29,236
5055,9,4,2,Beyond Contain,46.3,434
5056,1,5,3,Deep Will,497.5,837
5057,9,4,2,Executive Individual,82.54,845
5058,9,4,2,Former Else,381.5,270
5059,8,2,3,Give Government,25.34,633
5060,8,3,3,Heart Board,58.22,158
5061,1,3,1,Sport Poor,302.93,943
5062,8,1,4,Me Sign,13.92,526
5063,10,4,4,Street Manage,116.59,255
5064,3,5,4,Fine Tough,115.82,367
5065,7,2,2,Type Finally,427.12,949
5066,1,2,3,Generation Same,317.97,632
5067,1,4,1,Role Should,25.34,675
5068,10,4,1,Near Plant,23.14,211
5069,5,2,2,Manage Reveal,8.82,976
5070,5,2,1,Heart Act,133.15,292
5071,8,3,2,Health Arrive,302.21,442
5072,7,2,2,Final Once,17.36,782
5073,8,5,2,Star Down,474.1,954
5074,6,6,3,Use Road,22.9,7
5075,6,3,2,Land Participant,41.76,104
5076,2,6,2,Water Could,45.44,142
5077,6,1,3,Dog Piece,179.78,138
5078,5,1,4,Course Seat,166.49,374
5080,3,2,2,Hour Since,205.14,91
5081,6,2,1,Without Concern,121.96,336
5082,8,2,1,Which Run,51.18,580
5084,9,1,1,Arrive Career,134.7,303
5085,1,2,3,Approach Cultural,67.41,47
5086,3,2,1,Action American,288.58,781
5087,3,3,4,Along Recognize,320.31,788
5088,8,4,2,Operation Perform,174.87,672
5089,1,4,1,Traditional Best,461.2,416
5090,5,3,2,Special Officer,60.13,332
5091,3,6,4,Me Field,294.41,418
5092,2,2,4,Key Decade,100.67,835
5095,8,1,2,Agree Near,162.63,744
5096,3,1,4,Never Their,331.2,995
5097,7,2,4,People Phone,144.26,841
5099,1,6,2,Minute Here,289.83,681
5100,6,3,2,During Fine,43.94,990
5101,3,4,3,Play Ok,158.02,305
5102,8,5,4,Everybody Modern,454.35,40
5103,6,2,1,Join Speech,29.96,722
5104,2,1,2,Receive Herself,82.08,390
5105,6,2,4,Single Season,310.14,215
5107,7,6,1,Have System,74.46,607
5108,5,5,4,One Do,120.43,681
5109,3,2,3,Spend Whole,380.66,244
5110,4,1,1,Sort Former,127.17,998
5111,4,6,2,Memory Institution,211.68,812
5112,6,2,1,Issue Wait,478.19,653
5113,10,2,4,Light Best,410.94,568
5116,1,1,3,Talk They,67.21,665
5117,4,6,4,Quickly Produce,442.72,856
5118,10,6,4,Fast Suggest,189.54,730
5119,4,5,4,Determine Second,285.96,52
5120,10,1,2,Around Likely,342.98,461
5121,1,1,1,Start Me,264.24,100
5124,9,2,4,Woman Send,389.93,531
5125,4,3,3,Audience Believe,457.39,288
5126,7,1,1,Before Sell,321.72,887
5127,3,6,2,Social Enter,202.15,693
5128,10,2,2,Then Thus,278.88,721
5129,3,6,4,Black Plant,431.54,941
5131,8,2,3,Audience Dog,465.93,743
5132,8,4,1,Know Natural,274.35,22
5133,1,2,3,Start Side,377.87,184
5134,10,3,3,Father Wonder,478.39,255
5135,2,1,4,Home Minute,418.84,365
5136,8,5,1,Thus Commercial,264.35,102
5137,1,4,1,Area Tell,201.77,419
5138,8,5,1,Somebody Everyone,28.14,694
5139,8,5,4,Surface Organization,157.22,317
5140,2,3,4,Likely Leave,328.61,164
5141,4,2,2,Region Them,422.52,68
5142,6,1,3,Whom Have,11.85,873
5144,9,1,2,Camera At,379.6,545
5146,8,4,4,Before Big,77.21,599
5147,8,2,3,Century Early,244.45,526
5148,7,2,3,Agree Each,320.59,319
5149,9,4,3,Event Attention,402.51,370
5150,2,5,3,Protect Necessary,448.38,920
5151,3,5,3,Trip Claim,233.14,830
5152,10,4,2,May Along,393.77,645
5153,8,6,1,News Strong,275.92,201
5154,6,4,4,Sometimes Probably,369.09,603
5155,10,4,2,Put Suggest,142.17,384
5157,9,6,2,Movie Explain,415.33,992
5158,10,5,4,State Congress,362.67,266
5159,4,4,2,Describe White,215.93,658
5162,8,5,4,Boy Property,314.69,106
5163,10,5,4,Somebody Else,273.89,463
5164,3,5,1,Only Technology,60.9,150
